alpha_freq,delta_kmeans,u_width,g_freq,r_freq,i_width,z_width,redshift_width
9,8,14,26,35,3,3,3
4,6,15,29,46,4,4,5
7,3,10,13,22,3,3,4
7,3,9,10,16,2,2,12
4,8,16,30,28,3,3,3
0,0,8,4,6,1,2,0
8,2,8,2,2,1,1,1
7,2,10,7,7,1,1,0
0,0,18,38,50,4,4,5
4,7,16,25,24,3,3,2
4,4,17,40,50,4,4,12
8,8,9,6,10,2,2,0
9,8,11,5,4,1,1,1
10,9,7,1,1,0,0,0
0,2,16,34,38,3,3,3
1,2,18,22,26,3,3,3
7,9,21,27,24,3,3,3
10,4,20,31,30,3,3,3
1,1,16,36,38,3,3,4
10,5,20,28,25,3,3,2
4,6,7,2,4,1,1,0
4,9,11,14,25,3,3,10
9,4,10,6,6,1,1,0
9,3,12,9,11,1,1,0
9,6,11,10,13,2,2,1
10,5,8,2,2,1,1,0
10,5,15,21,18,2,2,3
11,2,13,11,11,2,1,1
11,2,16,17,18,2,2,3
10,2,17,26,32,3,3,1
6,7,19,38,47,4,3,0
8,4,15,22,20,2,2,2
4,8,19,31,31,3,3,2
3,7,14,25,38,4,4,2
11,4,13,23,42,4,4,12
1,0,20,37,43,3,3,4
8,5,16,40,48,3,3,3
6,5,11,13,20,3,3,1
2,3,15,29,46,4,4,11
5,9,23,28,27,3,3,3
4,6,12,16,30,3,3,3
0,4,23,35,45,3,3,5
7,2,14,25,44,4,4,14
0,0,9,6,11,2,2,0
0,0,9,3,4,1,1,0
1,0,7,1,2,1,1,0
7,2,10,4,3,1,1,1
9,2,15,18,17,2,2,2
7,7,17,12,12,2,2,1
6,7,9,3,3,1,1,1
9,4,7,5,12,2,2,2
7,5,18,30,44,4,4,0
8,3,10,11,17,2,3,17
7,3,10,9,13,2,2,0
6,3,20,19,18,2,2,2
6,3,9,2,2,1,1,0
6,3,10,4,4,1,1,0
0,2,23,31,37,3,3,3
3,5,15,18,17,2,2,2
0,1,13,33,44,4,3,6
8,8,21,30,27,3,3,3
0,1,16,31,46,4,4,12
11,1,16,29,48,4,4,14
9,8,5,0,0,0,0,0
10,3,17,32,38,3,3,3
10,3,18,16,16,2,2,2
2,9,12,12,15,2,2,0
9,4,12,9,8,1,1,1
9,8,9,7,11,2,2,0
9,6,10,11,16,2,2,0
5,3,16,17,18,2,2,0
7,9,11,16,25,3,3,7
5,9,14,26,44,4,4,0
4,2,13,17,27,3,3,13
5,8,13,23,41,4,4,13
7,9,15,25,28,3,3,3
6,4,13,16,25,3,3,17
5,6,13,23,44,4,4,12
3,5,14,20,34,3,3,14
0,4,23,39,49,3,3,4
2,4,16,18,16,2,2,2
0,1,15,36,49,4,4,5
5,6,13,24,43,4,4,11
6,3,10,9,11,2,2,1
7,3,6,0,0,0,0,0
6,3,10,5,3,1,1,1
6,3,17,27,25,3,3,3
6,3,16,21,20,2,2,2
6,3,10,6,7,1,1,0
4,8,16,22,22,2,2,2
11,2,22,32,40,3,3,3
9,4,16,25,41,4,4,0
5,5,14,15,15,2,2,2
5,5,7,2,4,1,1,0
5,5,8,3,5,1,1,0
5,5,16,18,19,2,2,3
5,5,21,25,23,2,2,3
7,4,18,29,26,3,3,2
8,4,17,38,40,3,3,4
4,4,17,31,30,3,3,3
5,2,7,0,0,0,0,0
10,4,18,23,21,2,2,2
1,5,11,7,6,1,1,1
11,4,12,7,8,1,1,0
11,4,14,13,14,2,2,0
3,4,18,32,34,2,2,0
5,7,15,25,31,3,3,3
2,0,14,15,16,2,2,1
10,2,24,24,22,2,2,2
10,2,19,36,39,3,3,3
11,2,21,32,30,3,3,3
9,5,19,39,47,3,3,5
1,0,11,13,20,3,3,6
6,9,10,10,15,2,2,0
9,4,9,4,7,1,1,0
5,9,16,30,29,3,3,3
10,0,9,6,11,2,2,0
10,4,8,6,12,2,2,0
5,9,16,26,29,3,3,3
8,8,21,38,41,3,3,4
4,3,8,4,6,1,1,0
3,3,11,10,6,2,1,1
8,5,18,32,32,3,3,3
8,4,11,8,9,1,1,0
6,8,6,0,0,0,1,0
6,8,12,15,23,3,3,9
5,3,20,28,27,3,3,2
6,2,13,19,33,3,3,16
6,2,16,27,43,4,4,17
6,2,13,17,31,3,3,15
5,8,12,13,18,2,3,0
5,8,18,20,24,3,3,0
5,8,14,29,47,4,4,13
5,7,18,27,32,3,3,4
4,3,15,30,35,3,3,4
6,9,18,18,17,2,2,2
9,6,13,22,38,4,4,7
9,4,20,25,22,2,2,2
10,2,9,7,12,2,2,0
9,6,16,37,40,3,3,4
7,6,16,38,45,3,3,3
0,2,17,35,38,3,3,3
9,7,22,29,33,3,3,2
9,8,18,20,19,2,2,3
3,4,15,38,49,4,4,5
4,5,16,38,50,4,4,5
8,7,10,7,7,1,1,1
3,1,19,27,42,4,4,10
5,1,16,30,45,4,4,0
10,2,13,15,23,3,3,0
9,4,16,31,40,3,3,4
8,6,20,33,43,3,3,5
0,2,9,2,2,1,1,0
5,3,7,1,2,1,1,0
6,2,9,7,12,2,2,0
11,4,20,34,41,3,3,4
11,3,14,25,49,4,4,0
8,8,16,31,29,3,3,3
11,1,14,12,14,2,2,0
10,9,7,1,2,1,1,0
6,5,13,10,12,2,2,0
6,5,11,8,7,1,1,1
5,5,20,19,18,2,2,2
5,5,20,21,20,2,2,2
6,2,19,29,42,4,4,6
5,6,15,32,46,4,4,14
7,6,13,20,38,4,4,0
1,5,13,14,13,2,2,2
11,2,16,17,16,2,2,2
5,6,15,25,32,3,3,3
5,8,13,25,41,4,4,14
4,6,11,14,22,3,3,10
7,3,12,10,11,1,2,1
10,5,10,6,6,1,1,0
10,5,9,4,5,1,1,0
1,0,19,38,47,4,4,6
1,0,17,34,45,4,4,5
11,2,17,34,34,3,3,3
10,5,16,38,45,3,3,4
8,7,14,17,30,3,3,0
10,4,18,37,41,3,3,3
2,6,18,39,48,3,3,0
3,8,22,21,19,2,2,2
7,9,21,27,24,3,2,2
5,9,7,1,2,1,1,0
9,8,9,2,2,1,1,0
9,4,14,13,13,2,2,2
8,5,14,11,11,1,1,1
9,4,18,17,16,2,2,2
7,2,7,2,3,1,1,0
8,2,20,32,35,3,3,3
3,5,16,28,29,3,3,3
3,5,8,4,10,2,2,0
11,3,19,38,38,3,4,0
8,3,17,26,23,2,2,2
7,9,11,15,24,3,3,7
7,9,13,20,38,4,4,15
3,3,13,9,10,2,2,0
8,8,21,32,34,3,3,3
0,2,13,24,21,2,2,2
5,5,12,10,6,1,1,1
6,5,14,19,26,3,3,8
11,4,21,28,33,3,3,0
3,5,13,20,37,3,3,3
5,3,11,8,8,1,1,1
8,4,16,35,37,3,3,3
2,6,17,29,47,4,4,16
10,2,14,35,41,3,3,4
1,2,19,35,38,3,3,2
0,2,18,32,28,3,3,3
0,2,15,15,15,2,2,1
11,4,12,14,21,3,3,16
11,1,15,34,44,3,4,5
10,7,20,38,45,3,3,3
9,8,22,39,44,3,3,4
0,0,21,19,19,2,2,2
9,5,16,27,22,2,2,3
9,4,18,31,32,3,3,3
0,2,22,33,40,3,3,4
11,5,15,29,25,3,3,3
11,5,16,19,19,2,2,2
3,8,10,12,20,2,3,11
3,8,10,11,16,2,2,0
10,3,16,25,22,2,2,1
8,5,16,35,40,3,3,3
8,9,10,6,5,1,1,1
8,8,20,30,31,3,3,2
5,2,14,25,29,3,3,3
4,4,14,28,42,4,3,6
0,1,20,34,45,4,4,6
1,0,14,24,26,3,3,3
0,2,20,24,26,3,3,4
6,7,20,21,21,2,2,2
6,5,19,33,37,3,3,3
6,5,17,38,45,3,3,3
2,1,4,0,0,0,0,0
5,2,8,1,1,0,0,0
9,2,15,20,24,3,3,1
5,8,18,26,29,3,3,1
7,3,9,10,17,2,2,12
6,5,11,9,8,1,1,1
1,0,18,38,47,3,3,5
5,5,15,35,47,3,3,4
6,9,19,21,23,2,2,3
8,8,15,34,39,3,3,3
10,3,15,37,36,3,3,4
6,2,8,6,12,2,2,0
1,1,21,40,50,4,3,10
11,4,18,40,50,4,3,5
11,4,14,23,21,2,2,2
5,7,13,26,40,3,3,5
0,0,12,14,23,3,3,7
8,2,6,0,0,0,0,0
8,2,10,8,7,1,1,1
9,4,19,34,35,3,3,3
8,1,8,5,9,2,2,0
7,7,8,4,7,1,2,0
7,7,15,29,41,4,4,7
7,7,12,14,20,3,3,0
8,5,8,3,5,1,1,0
10,3,9,4,4,1,1,1
9,3,17,24,22,2,2,3
4,4,16,17,16,2,2,2
4,4,10,8,10,1,2,0
4,9,9,4,4,1,1,0
6,9,10,5,5,1,1,0
7,4,7,2,7,2,2,0
0,0,17,38,50,4,4,6
0,0,15,38,50,4,4,12
10,6,19,35,36,3,3,3
6,3,11,7,6,1,1,1
6,3,12,11,11,2,1,1
6,3,11,7,4,1,1,1
7,3,22,32,30,3,2,4
0,2,12,9,9,1,1,1
9,4,14,10,9,1,1,1
6,6,16,25,24,3,3,2
7,6,13,19,34,3,3,0
9,5,10,9,14,2,2,0
10,4,8,0,0,0,0,0
9,8,13,23,41,4,4,10
6,1,11,8,8,1,1,1
6,1,11,19,20,2,2,4
1,1,16,38,40,3,3,4
9,7,23,25,26,3,3,3
9,7,10,8,10,2,2,1
10,1,16,21,27,3,2,4
2,1,20,17,19,2,2,0
7,7,16,17,23,3,2,2
6,7,18,29,27,3,3,3
11,4,19,40,50,4,3,0
0,1,7,0,0,0,0,0
0,1,15,31,33,3,3,4
0,1,14,11,10,1,1,1
1,1,10,6,7,1,1,0
0,1,13,11,9,1,1,1
5,8,13,20,35,3,3,9
5,8,14,22,39,3,3,9
11,3,11,8,8,1,1,0
7,3,11,8,9,1,1,0
1,3,16,39,49,3,3,4
5,9,20,31,30,3,3,3
5,6,19,22,24,2,2,0
7,5,10,15,26,3,3,12
8,8,17,28,29,3,3,3
9,5,16,29,37,3,3,4
6,9,10,11,20,3,3,5
11,1,19,38,50,4,4,5
9,5,9,3,3,1,1,0
0,2,16,16,15,2,2,2
5,6,20,34,31,3,3,3
6,7,9,6,9,1,2,0
2,3,7,0,0,0,0,0
11,1,7,2,4,1,1,0
11,1,16,36,49,4,4,4
0,2,18,36,42,3,3,0
4,7,9,9,14,2,2,0
4,7,9,7,12,2,2,0
4,8,11,11,18,2,3,0
4,8,12,18,34,3,3,11
0,1,15,35,47,4,4,6
4,4,15,32,49,4,4,6
2,3,19,40,50,3,2,0
6,5,7,1,1,1,1,0
5,5,19,21,24,3,3,4
5,6,19,38,44,3,3,0
4,6,13,19,31,3,3,9
8,2,14,23,40,4,4,0
8,1,18,19,26,3,3,0
4,9,5,0,1,1,1,0
7,2,15,34,32,3,3,3
9,4,16,34,37,3,3,3
7,8,18,33,36,3,3,3
10,5,20,24,21,2,2,2
10,1,24,20,18,2,2,2
0,1,18,34,47,4,4,5
9,5,12,19,31,3,4,8
9,5,13,25,39,4,4,8
9,5,10,14,26,3,3,11
11,1,18,39,45,3,3,4
6,4,2,0,0,0,1,0
4,3,15,30,44,4,4,6
5,9,9,3,4,1,1,0
3,3,15,5,5,1,5,0
8,4,19,31,28,3,3,3
11,3,13,15,24,3,3,0
9,8,10,4,4,1,1,0
3,8,13,24,39,4,4,7
4,9,11,11,15,2,2,0
9,4,9,4,6,1,1,0
9,5,17,33,33,3,3,3
9,4,9,4,5,1,1,0
4,6,8,10,14,2,2,8
6,2,5,0,1,1,1,0
4,7,10,12,20,3,3,4
9,8,14,28,45,4,4,9
0,0,11,10,18,3,3,0
8,2,8,4,6,1,1,0
7,2,19,33,37,3,3,0
9,5,16,37,39,3,3,3
6,7,16,31,34,3,3,3
7,3,12,15,27,3,3,4
8,6,16,27,44,4,4,14
7,7,8,4,9,2,2,0
7,7,12,15,24,3,3,0
2,5,20,40,49,3,2,0
4,9,20,31,30,3,3,3
2,4,4,0,0,0,0,0
7,3,12,9,10,1,1,1
6,3,20,21,19,2,2,2
10,5,17,39,48,3,3,4
6,1,12,17,23,3,3,4
11,2,11,6,5,1,1,1
10,2,15,37,39,3,3,3
7,6,13,18,21,2,2,3
3,6,15,36,38,3,3,4
9,4,17,30,28,3,3,4
7,2,10,4,4,1,1,0
4,6,9,6,8,1,1,0
4,5,15,22,22,2,2,3
10,2,19,20,18,2,2,2
10,3,18,38,44,3,3,4
4,1,7,1,2,1,1,0
10,0,10,8,12,2,2,0
4,3,16,37,50,4,4,4
8,5,16,14,14,2,2,1
7,6,17,18,17,2,2,2
7,6,10,5,6,1,1,0
3,4,11,7,7,1,1,0
2,2,15,39,31,3,2,3
3,7,15,23,38,3,4,0
11,1,7,1,2,1,1,0
8,8,7,2,5,1,1,0
0,2,18,37,45,3,3,4
1,2,22,28,27,2,2,4
0,2,17,38,45,3,3,4
4,4,14,26,40,3,4,5
4,6,12,15,26,3,3,15
2,5,11,9,13,2,2,0
2,3,15,27,44,4,4,6
0,0,12,15,24,3,3,0
7,2,11,7,7,1,1,0
7,2,15,27,27,3,3,3
8,2,13,12,11,1,1,1
7,2,10,6,5,1,1,0
5,2,14,22,40,4,4,0
5,8,12,24,40,4,4,7
5,8,19,32,35,3,3,0
4,7,13,19,33,3,3,16
5,8,13,20,35,3,4,13
5,7,16,18,17,2,2,2
5,7,16,30,30,3,3,3
4,4,8,1,1,0,0,0
10,5,16,36,47,3,3,4
5,7,22,39,39,3,3,5
6,7,11,9,11,2,2,1
7,3,11,11,15,2,2,0
7,3,13,18,32,3,3,5
11,4,21,39,45,3,3,4
11,4,20,35,37,3,3,4
7,7,9,11,17,2,3,7
4,9,22,33,31,3,3,3
7,9,21,26,25,2,2,3
8,9,20,25,22,2,2,3
4,9,11,6,6,1,1,0
6,9,9,3,3,1,1,0
6,9,16,19,18,2,2,2
8,9,6,0,0,0,0,0
5,2,16,25,24,3,3,3
7,2,17,21,20,2,2,2
8,5,16,18,17,2,2,2
9,4,21,30,27,3,3,3
9,4,18,21,20,2,2,2
9,4,17,12,12,2,1,1
0,0,17,33,50,4,4,5
11,4,15,22,40,4,4,0
0,0,18,36,48,4,4,5
10,0,13,9,9,1,1,0
5,6,19,18,19,2,2,0
8,8,22,26,32,3,3,3
5,9,18,35,39,3,3,3
10,1,16,35,48,4,4,11
11,2,15,25,25,2,2,4
3,8,7,4,10,2,2,5
3,8,12,16,31,3,4,0
11,1,8,3,7,1,2,0
11,1,5,0,0,0,1,0
11,1,16,39,49,3,2,0
11,1,16,32,50,4,4,11
8,8,13,12,12,2,2,1
10,9,10,7,9,1,1,0
1,2,15,32,29,3,2,3
6,5,7,1,2,1,1,0
5,5,18,21,18,2,2,2
11,4,16,19,19,2,2,2
7,2,19,22,41,4,4,0
3,6,15,36,34,3,3,4
10,6,17,29,31,3,3,4
4,8,9,3,3,1,1,0
2,1,15,20,19,2,2,0
2,1,17,20,23,3,3,0
5,6,16,25,36,3,3,14
6,6,13,21,31,3,4,7
11,2,16,31,40,3,3,4
1,2,21,39,43,3,3,3
4,8,12,22,43,4,4,12
5,8,7,5,12,2,2,4
0,0,9,7,12,2,2,0
0,0,8,1,2,1,1,0
8,2,10,14,31,4,4,0
6,5,20,40,42,3,3,3
3,1,4,0,0,0,0,0
5,2,19,38,32,3,3,3
2,3,16,15,16,2,2,1
4,6,20,39,48,4,3,4
4,2,20,24,26,2,2,0
3,2,12,13,19,3,3,0
3,2,7,2,4,1,1,0
7,3,8,8,15,2,2,11
8,8,6,1,3,1,1,0
8,8,17,29,46,3,4,1
4,6,20,25,41,4,4,17
7,3,8,2,1,1,0,0
1,1,16,35,48,4,4,5
0,4,12,19,37,3,4,10
6,2,10,9,14,2,2,0
8,5,21,35,38,3,3,3
5,5,11,7,8,1,1,0
6,5,15,29,30,3,3,3
0,2,16,37,42,3,3,3
5,2,12,11,12,2,1,1
11,2,21,39,40,3,3,4
0,2,14,31,41,3,3,0
0,2,20,39,40,3,3,3
4,4,17,34,34,3,3,3
3,3,22,36,21,2,2,0
4,8,14,24,25,3,3,3
10,2,20,34,31,3,3,3
9,3,15,30,30,3,3,3
8,3,9,6,11,2,2,0
9,2,14,20,37,4,4,0
10,5,20,31,31,3,3,4
10,4,9,2,1,1,1,0
0,2,13,10,10,1,1,1
4,5,12,17,32,3,3,5
4,9,14,21,24,3,3,4
7,2,15,25,23,2,2,4
9,5,12,18,28,3,4,7
4,6,5,0,1,1,1,0
4,6,13,23,38,3,4,3
7,3,8,4,6,1,1,0
7,3,8,2,2,1,1,0
6,3,9,3,2,1,1,0
7,3,11,6,5,1,1,1
7,3,16,19,17,2,2,3
7,7,9,1,1,1,1,0
7,4,13,18,37,3,4,14
10,3,15,17,22,3,3,0
10,0,10,12,18,2,3,13
9,4,11,7,7,1,1,0
9,5,10,5,5,1,1,0
8,5,18,29,40,3,3,4
10,2,17,33,32,3,3,2
0,1,16,35,49,4,4,5
2,4,16,36,40,3,3,3
1,0,16,37,47,4,4,3
7,3,12,10,8,1,0,0
1,1,15,34,30,2,2,4
4,6,9,2,2,1,1,0
4,1,16,37,33,3,3,4
10,5,11,5,5,1,1,0
5,7,16,37,39,3,3,5
8,6,12,21,40,4,4,13
8,8,16,22,24,3,3,1
1,2,14,27,28,3,3,3
1,2,22,29,28,3,2,3
6,7,12,9,10,1,1,0
7,7,18,25,24,3,3,3
11,4,16,40,48,4,3,5
10,5,22,38,45,3,3,4
8,2,22,18,18,2,2,2
0,0,18,31,50,4,4,5
3,5,19,38,49,4,4,5
6,3,10,5,5,1,1,0
6,3,21,27,30,3,2,3
0,4,22,39,48,3,3,6
5,7,12,9,10,1,1,0
6,7,16,38,42,3,3,4
8,5,10,7,7,1,1,1
8,6,11,7,6,1,1,1
9,4,14,18,21,2,2,3
5,2,19,31,27,3,3,3
6,2,11,9,9,1,1,1
11,2,15,15,14,2,2,2
8,1,3,0,3,1,2,0
7,6,16,22,21,2,2,2
7,5,18,33,33,3,2,0
1,0,17,39,50,4,4,4
1,0,15,32,46,4,4,1
7,3,8,6,11,2,2,0
7,3,5,0,1,1,1,0
7,3,12,14,23,3,3,4
7,3,9,7,12,2,2,0
9,5,10,7,10,2,2,0
9,5,12,16,25,3,3,7
9,5,14,23,34,3,3,7
7,4,19,28,25,3,3,2
3,8,18,40,44,3,3,2
3,5,15,19,18,2,2,2
5,2,14,24,24,2,2,3
10,2,17,15,14,2,2,2
10,2,18,37,40,3,3,4
10,2,9,2,2,1,1,0
3,7,15,39,38,3,3,5
10,5,18,29,36,3,3,4
10,4,23,15,14,2,2,2
2,4,10,4,4,1,1,0
2,6,14,27,47,4,4,13
5,7,11,9,10,1,1,1
0,2,18,39,48,3,3,5
5,5,13,12,12,2,1,1
5,5,8,3,5,1,1,0
7,9,9,11,19,3,3,10
9,8,15,29,42,4,3,4
9,7,14,12,12,1,1,0
9,1,10,4,3,1,1,1
7,2,11,7,6,1,1,1
8,4,15,32,31,3,3,3
8,4,16,28,28,3,3,3
8,4,20,28,30,3,3,3
10,2,22,39,39,3,3,4
10,2,18,23,40,4,4,0
1,0,16,35,36,3,3,4
8,5,16,23,21,2,2,2
0,4,21,32,30,2,2,4
6,2,14,23,40,4,3,14
11,2,12,21,20,2,2,3
4,6,11,14,23,3,3,10
11,5,18,38,50,4,3,0
5,8,13,21,34,3,3,7
6,8,11,15,25,3,3,7
10,2,16,36,39,3,3,2
1,0,19,39,39,3,3,5
1,0,19,34,46,4,4,5
11,2,16,21,23,2,2,3
7,4,10,6,10,2,2,0
9,6,13,14,14,2,2,2
5,2,14,15,23,3,3,0
7,3,7,2,3,1,1,0
7,3,9,10,16,2,3,6
6,6,12,20,36,3,4,7
7,6,9,11,18,3,3,9
6,6,16,28,42,4,4,9
9,2,6,1,3,1,1,0
7,5,16,14,14,2,2,2
4,4,13,10,10,1,1,1
6,3,8,2,2,1,1,1
7,3,10,5,6,1,1,0
6,3,17,31,31,3,3,3
7,3,4,0,0,0,0,0
7,7,17,30,38,3,3,3
6,7,14,18,18,2,2,2
4,7,15,16,16,2,2,2
9,5,14,13,13,2,2,1
3,5,9,2,2,1,1,0
9,5,17,33,27,3,2,3
8,5,10,5,4,1,1,1
11,1,12,10,10,1,1,1
7,2,14,22,41,4,4,11
3,4,21,35,39,3,3,3
10,2,11,7,7,1,1,0
10,2,9,6,7,1,1,0
6,3,17,28,30,3,3,4
5,3,21,36,33,3,3,4
3,5,12,33,44,4,4,7
8,8,18,27,27,3,3,3
1,1,17,30,49,4,4,0
6,5,8,2,4,1,1,0
5,9,13,19,36,3,3,5
11,4,15,25,42,4,4,0
3,5,13,11,10,1,1,0
7,9,10,11,19,3,3,14
5,7,16,34,39,3,3,4
6,2,9,9,14,2,2,0
6,2,14,12,13,1,1,0
4,7,11,13,19,3,3,5
5,8,11,16,29,3,3,11
6,8,15,31,41,3,3,4
0,1,19,37,50,4,5,6
0,1,19,35,48,4,4,5
11,4,9,7,12,2,2,0
1,0,16,27,25,3,3,3
4,6,14,24,40,4,4,8
4,6,7,2,5,1,1,0
4,6,12,16,30,3,3,4
8,2,12,8,7,1,1,0
3,7,15,18,18,2,2,2
8,3,12,17,30,3,3,14
10,5,7,2,2,1,1,0
1,0,17,36,44,3,3,4
5,7,15,18,17,2,2,2
5,7,16,25,23,2,2,3
0,3,15,20,36,3,4,0
1,4,17,33,48,4,5,10
6,5,17,13,12,2,2,2
9,5,19,33,37,3,3,3
9,4,19,36,38,3,3,3
8,6,18,37,44,3,3,0
8,6,15,35,48,4,5,14
7,3,9,6,14,2,2,0
10,3,9,4,6,1,1,0
9,5,12,7,4,1,1,1
8,6,21,16,16,2,2,2
8,6,10,6,6,1,1,1
5,2,14,24,30,3,3,4
7,3,8,4,5,1,1,0
7,9,16,29,29,3,3,3
9,3,14,17,16,2,2,1
11,4,20,17,23,3,3,0
5,2,12,10,9,1,1,1
8,2,14,14,14,2,2,1
0,2,10,4,3,1,1,0
0,2,19,33,35,3,3,3
11,4,11,11,14,2,2,0
8,8,20,39,49,4,3,1
0,0,15,18,24,3,3,0
4,4,20,34,35,3,3,3
10,6,18,36,38,3,3,4
3,5,9,5,6,1,1,0
4,6,20,31,35,3,3,3
5,8,12,17,31,3,3,5
8,9,20,33,29,3,3,3
4,5,12,19,33,3,4,7
5,6,14,23,41,4,4,4
10,1,14,28,47,4,4,0
4,8,14,23,26,3,3,3
8,8,21,34,49,3,3,5
7,4,9,9,13,2,2,3
1,2,21,26,33,3,3,4
9,4,11,9,12,2,2,0
2,4,15,36,33,3,3,3
5,7,17,18,18,2,2,2
9,4,14,13,15,2,2,1
8,6,14,28,45,4,4,12
7,5,17,20,19,2,2,2
8,4,21,30,30,3,3,2
4,4,8,2,2,1,1,0
3,1,22,34,31,3,3,3
6,6,12,17,33,3,3,14
7,6,13,23,40,4,4,8
10,4,11,11,17,2,3,0
8,9,13,17,31,3,3,16
0,1,16,37,50,4,4,6
1,1,18,37,37,3,3,3
10,2,21,27,25,3,3,2
10,2,21,34,38,3,3,3
3,7,20,28,25,3,2,3
9,7,14,16,27,3,3,0
6,2,11,10,15,2,2,17
5,2,15,30,34,3,3,0
5,1,14,23,43,4,4,15
8,7,15,21,24,2,2,3
9,5,16,37,41,3,3,3
8,5,21,40,50,4,3,0
4,4,6,1,4,1,1,0
8,1,16,27,47,4,4,17
11,4,12,13,21,3,3,0
11,4,10,10,15,2,2,0
1,0,16,28,42,3,3,5
11,2,20,30,28,3,3,3
11,1,13,20,38,3,3,12
8,8,18,19,20,2,2,2
8,5,22,22,21,2,2,3
1,1,18,37,42,3,3,4
1,1,16,37,48,3,3,5
1,1,16,35,50,4,5,10
10,4,11,8,7,1,1,1
7,7,10,5,4,1,1,0
11,4,13,21,38,4,3,5
6,2,12,16,25,3,3,14
6,2,10,10,16,2,2,17
8,9,16,28,26,3,3,3
0,0,14,16,15,2,2,2
0,2,18,24,22,2,2,3
5,9,10,13,23,3,3,11
0,0,12,7,7,1,1,0
0,0,13,15,23,3,3,0
10,2,17,39,48,3,3,4
2,2,22,31,35,3,3,0
4,3,9,6,11,2,2,0
10,2,9,8,13,2,2,0
10,2,8,1,1,0,1,0
10,4,12,9,7,1,1,1
10,5,16,17,17,2,2,1
10,4,8,1,1,0,0,0
9,5,19,32,31,3,3,3
8,1,16,26,44,4,4,0
4,3,16,34,49,4,4,5
7,6,16,22,37,3,3,0
4,6,13,22,33,3,3,13
2,4,7,2,4,1,1,0
9,5,19,34,43,3,3,6
4,6,17,38,44,3,3,0
5,8,9,12,20,3,3,10
7,7,14,13,13,2,2,1
6,7,11,7,8,1,1,0
5,5,20,26,23,2,2,3
4,9,9,12,21,3,3,1
2,6,9,11,22,3,3,16
3,9,9,3,4,1,1,0
1,2,21,37,47,3,3,5
1,1,19,25,27,2,2,0
1,1,14,28,44,4,4,13
7,7,10,5,6,1,1,0
9,6,13,20,37,4,4,5
5,9,16,34,34,3,3,4
4,5,16,38,36,3,3,4
11,4,21,15,20,3,3,0
11,2,13,10,10,1,1,1
4,8,18,36,38,3,3,0
3,8,11,15,26,3,3,6
3,9,11,12,18,2,3,0
6,4,12,15,25,3,3,4
4,3,21,36,49,4,4,5
6,3,15,33,35,3,3,3
9,5,19,28,26,3,3,3
9,4,18,32,34,3,3,3
9,8,8,1,1,1,1,0
5,6,16,32,47,4,4,0
7,6,14,25,41,4,4,5
4,1,10,9,10,1,1,1
11,1,11,12,19,3,3,0
11,1,11,11,17,2,3,0
11,1,11,11,15,2,2,0
11,1,8,4,8,2,2,0
11,1,8,10,15,2,3,7
1,0,22,37,43,3,3,6
1,0,15,36,41,3,3,3
5,5,14,11,11,1,1,1
7,3,21,30,43,4,4,0
11,2,19,18,17,2,2,2
8,1,13,18,32,3,3,16
9,2,12,11,11,1,1,1
8,2,5,0,0,0,0,0
7,9,14,20,19,2,2,3
8,9,18,30,29,3,3,3
4,9,14,11,9,1,1,1
7,9,9,3,2,1,1,0
3,2,14,14,21,3,3,0
7,7,9,3,3,1,1,0
7,3,8,3,4,1,1,0
7,3,17,14,14,2,2,2
6,3,16,21,20,2,2,2
10,2,11,4,3,1,1,0
10,2,16,20,21,2,2,0
10,2,16,20,19,2,2,2
0,1,15,34,45,4,4,5
0,1,15,38,47,3,3,0
9,7,13,23,40,4,3,6
11,2,8,1,1,0,0,0
11,4,21,37,46,3,3,3
4,9,9,12,19,2,3,10
9,5,19,38,40,3,3,4
9,4,16,27,23,2,2,3
8,3,12,16,26,3,3,15
10,6,21,36,39,3,3,3
11,1,9,8,13,2,2,0
11,1,8,3,5,1,1,0
11,1,9,2,2,1,1,0
9,8,17,29,31,3,3,3
0,2,17,29,40,3,3,4
0,2,21,24,26,3,3,1
1,2,22,25,24,2,2,3
1,2,20,32,35,3,3,3
1,1,19,39,49,3,3,0
3,1,10,5,7,1,1,0
4,4,9,6,8,1,1,0
5,9,13,16,27,3,3,0
5,8,14,24,44,4,4,0
5,8,15,29,47,4,4,10
0,4,23,27,28,3,3,3
3,6,16,39,46,3,3,5
4,6,16,35,36,3,3,4
4,7,15,24,27,3,3,3
0,1,20,32,44,3,3,4
10,3,14,29,45,4,4,8
0,0,19,30,30,3,3,3
0,0,5,0,0,0,0,0
6,8,21,36,40,3,3,5
11,2,19,31,29,3,3,2
11,2,17,15,15,2,2,2
4,6,13,24,45,4,4,13
7,9,16,31,30,3,3,3
8,5,14,20,22,2,2,3
4,6,13,19,34,3,3,15
7,3,5,0,0,0,0,0
8,4,10,5,6,1,1,0
5,7,14,22,27,3,3,4
8,6,17,29,34,3,3,0
7,7,8,4,8,2,2,0
7,7,10,15,24,3,3,9
9,7,10,9,13,2,2,0
7,6,15,29,32,3,3,3
2,5,6,0,1,0,1,0
8,5,18,29,30,3,3,0
11,4,12,18,32,3,3,16
11,4,18,18,24,3,3,0
11,4,13,19,40,4,5,0
11,0,24,30,32,3,3,4
8,6,9,4,5,1,1,0
8,3,7,2,3,1,1,0
2,7,18,24,37,3,4,0
