alpha_width_kmeans,delta_freq_freq,u_freq_freq,g_freq_freq,r_width_kmeans,i_kmeans_width,z_width_freq,redshift_kmeans_freq
1,0,4,3,2,14,1,0
0,0,19,10,4,36,2,0
5,6,0,0,1,7,0,0
0,3,18,7,2,14,0,2
3,9,28,23,6,36,2,4
4,9,12,4,2,14,0,0
4,9,14,5,2,14,1,0
4,2,35,15,6,33,2,3
5,6,7,3,2,14,1,0
0,3,6,1,1,7,0,1
4,2,44,10,3,22,1,2
0,1,35,23,7,51,2,4
0,1,34,18,7,44,2,4
4,9,23,15,6,47,2,5
5,6,15,10,6,36,2,2
4,8,27,8,3,18,1,2
4,8,43,17,4,29,1,3
3,7,12,4,2,14,0,1
1,6,44,14,3,18,0,0
4,7,46,21,6,33,2,3
4,3,47,21,6,36,2,3
4,8,33,20,6,36,2,3
0,2,38,23,7,51,2,4
3,7,20,13,6,44,2,1
0,2,27,18,7,51,2,4
4,0,25,18,6,36,2,4
0,0,30,12,4,25,1,2
4,9,32,20,7,51,2,4
4,8,25,10,4,29,2,0
0,3,10,7,4,29,2,5
1,2,10,5,2,18,1,0
1,2,16,7,3,25,1,0
7,6,16,6,2,14,0,2
5,7,18,14,6,47,2,4
6,9,8,4,2,14,1,0
2,8,37,24,7,40,2,4
0,6,43,10,3,22,1,2
0,6,28,14,4,25,1,3
4,2,6,3,2,11,0,1
3,2,4,3,2,11,0,1
3,8,13,5,2,11,0,1
3,9,36,15,4,25,1,3
3,4,31,21,7,44,2,4
4,8,17,14,6,44,2,5
2,7,7,7,4,40,2,0
3,8,15,10,6,40,2,4
3,3,8,7,4,33,2,4
3,3,2,1,1,7,0,0
3,3,6,7,4,29,2,5
3,3,18,10,6,44,2,0
5,2,3,1,1,7,0,0
0,8,8,3,2,14,0,0
5,9,45,17,6,29,2,3
5,5,40,20,6,29,2,3
5,5,13,5,2,14,0,0
4,0,6,4,2,14,1,1
5,3,19,7,3,22,1,0
7,1,14,9,4,33,2,2
7,1,39,21,7,51,2,4
5,9,21,13,4,29,1,3
7,3,16,12,6,44,2,4
7,3,15,8,4,29,2,0
7,3,23,12,6,40,2,5
5,3,27,12,6,44,2,0
3,9,45,17,4,29,1,3
4,3,20,9,3,22,1,2
2,8,7,6,3,29,2,0
3,3,3,2,2,14,0,0
2,4,33,24,7,44,2,4
3,8,30,8,3,18,1,2
3,6,43,24,7,40,2,4
3,7,39,21,6,36,2,3
4,1,7,5,3,22,1,0
5,5,7,2,1,7,0,1
4,9,46,13,4,25,1,2
5,9,44,23,6,40,2,4
2,4,7,4,2,14,0,0
2,3,11,7,2,14,1,2
5,6,24,9,3,22,1,1
0,1,36,14,4,25,1,0
0,1,27,12,6,40,2,0
5,9,13,4,2,14,0,1
0,1,20,10,4,36,2,0
0,1,6,4,3,18,1,0
0,1,14,3,2,7,0,0
1,1,16,8,4,18,0,0
5,3,0,1,1,7,0,0
2,6,33,22,7,47,2,4
3,8,47,23,6,36,2,1
2,4,18,18,6,36,2,2
3,5,30,18,7,55,2,5
4,3,27,14,6,33,2,3
2,1,38,12,6,40,2,0
0,0,35,23,7,55,2,0
4,7,32,19,7,51,2,0
3,9,11,4,2,14,0,1
0,0,1,0,1,3,0,0
0,0,7,5,3,22,1,0
0,0,4,3,2,14,0,0
5,6,19,12,6,44,2,5
5,5,4,6,3,22,1,5
3,3,47,13,4,25,1,3
5,2,6,3,2,11,0,0
7,6,35,20,6,36,2,3
5,7,2,3,3,22,1,4
7,9,32,14,6,44,2,0
4,9,3,3,2,11,0,1
3,5,10,4,2,14,0,1
3,5,6,2,1,7,0,1
5,7,11,9,4,36,2,5
7,3,14,6,3,14,0,1
0,2,42,18,7,47,2,4
3,8,46,24,7,44,2,4
3,7,5,3,2,14,0,1
4,9,44,21,6,40,2,0
3,7,13,6,2,14,0,1
4,7,11,4,2,14,0,0
5,3,46,15,4,29,2,3
3,5,28,23,6,33,2,4
3,8,0,0,1,7,0,0
3,8,13,10,6,40,2,5
7,4,29,15,6,47,2,5
5,8,7,3,2,11,0,1
0,4,32,23,7,55,2,2
2,1,44,16,4,29,1,3
0,1,45,13,4,25,1,0
0,1,9,4,2,14,1,0
0,1,26,18,7,51,2,5
0,1,17,10,6,40,2,0
5,3,23,9,4,29,2,0
3,5,42,12,6,36,2,0
5,3,8,5,3,22,1,0
2,4,16,9,4,36,2,5
5,8,31,22,6,36,2,3
7,3,12,7,4,29,2,0
4,5,29,23,6,36,2,4
0,0,40,17,4,29,1,3
4,9,34,17,4,29,2,3
4,9,46,24,6,36,2,4
0,0,13,8,4,33,2,4
0,0,19,12,6,44,2,5
5,6,2,1,2,14,0,0
3,9,23,15,6,33,2,4
4,9,12,6,2,14,0,1
2,5,16,8,4,25,2,0
2,8,29,14,6,51,2,5
4,2,36,14,4,25,1,2
5,7,30,12,6,44,2,0
4,3,3,2,2,14,0,0
4,9,31,15,6,33,2,3
4,9,37,24,6,33,1,4
5,6,42,15,9,40,2,0
0,0,10,4,2,11,0,1
3,4,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,28,19,7,51,2,5
0,0,42,17,4,29,1,3
5,8,2,2,2,14,1,0
0,0,37,23,8,51,2,4
3,4,8,4,2,18,1,0
3,4,0,0,1,3,0,0
4,9,41,20,6,33,2,3
4,9,6,1,1,3,0,1
2,5,35,9,4,40,2,0
0,1,17,9,4,36,2,0
0,1,23,15,7,51,2,5
0,1,15,11,6,40,2,5
0,1,8,6,3,22,1,0
1,1,4,3,2,14,1,0
1,1,11,7,3,25,2,0
2,5,3,1,1,3,0,0
4,9,16,7,2,14,0,2
4,9,47,18,6,29,2,3
4,9,41,14,4,25,1,3
5,6,22,10,4,36,2,0
5,6,26,7,3,14,0,0
5,5,41,24,7,55,2,0
0,2,19,7,2,14,0,1
5,4,11,5,2,14,0,1
0,2,30,24,7,40,2,4
7,6,32,18,6,36,2,3
4,3,4,1,1,7,0,1
4,3,27,18,4,25,1,5
0,6,38,15,4,29,1,3
4,9,1,1,2,11,0,0
4,5,14,9,4,36,2,5
7,3,24,12,6,40,2,0
3,9,29,15,6,29,2,4
7,6,34,18,6,36,2,3
3,5,43,23,7,51,2,4
7,3,25,12,4,22,1,2
7,3,41,15,4,29,1,3
0,0,17,7,3,18,1,1
5,8,39,21,7,51,2,3
0,0,44,24,8,58,2,4
0,0,24,18,6,44,2,2
5,9,13,9,4,40,2,0
7,1,25,23,7,47,2,4
3,4,27,20,7,47,2,4
0,6,47,22,7,44,2,4
7,2,33,20,7,55,2,5
3,8,8,4,2,11,0,1
3,4,27,12,6,44,2,0
4,8,29,10,3,22,1,2
4,9,32,12,4,25,1,2
5,8,37,16,4,25,1,3
5,8,36,19,6,33,2,3
5,9,1,1,2,11,0,0
2,6,32,15,4,33,2,2
5,9,28,17,7,51,2,1
5,9,31,17,7,51,2,0
5,9,12,8,4,36,2,5
7,5,11,7,3,25,1,0
7,6,15,10,4,33,2,3
0,0,45,24,7,44,2,3
0,0,33,21,7,51,2,4
0,0,27,23,6,33,2,4
3,9,11,5,2,14,0,1
3,9,10,7,3,25,1,2
5,5,2,1,1,7,0,0
0,0,30,20,7,51,2,5
7,6,41,21,6,36,2,3
0,6,47,21,6,36,2,3
0,3,28,8,3,18,1,2
0,3,35,18,6,36,2,2
7,0,45,21,6,33,2,3
4,5,25,11,6,51,2,0
0,0,4,5,3,25,1,4
7,5,22,18,7,51,2,5
0,0,48,23,7,47,2,0
3,7,18,9,3,18,1,2
7,3,48,20,6,33,2,3
5,7,40,20,6,44,2,0
5,7,14,11,6,40,2,4
3,9,7,3,2,7,0,1
3,9,9,4,2,11,0,1
4,9,11,7,3,22,1,2
3,7,25,18,7,51,2,5
1,6,46,21,6,29,1,0
3,6,44,15,4,29,2,3
0,2,27,7,3,18,0,2
3,8,23,16,4,29,2,3
4,7,25,12,4,29,1,3
4,5,47,11,4,25,1,2
4,4,12,3,2,7,0,0
0,1,30,10,3,22,1,0
3,8,18,12,6,40,2,5
3,8,21,14,6,47,2,4
3,9,39,17,6,36,2,3
3,9,12,5,2,14,0,1
7,1,21,15,6,47,2,1
7,4,30,15,4,29,1,2
5,4,36,17,4,29,1,3
7,3,13,9,4,36,2,5
7,3,25,14,6,44,2,4
4,5,27,8,3,18,1,2
1,0,0,0,1,3,0,0
1,0,11,5,2,14,0,1
0,0,22,10,4,33,2,0
0,0,11,7,4,29,2,0
0,0,12,7,3,25,1,0
0,0,6,7,3,25,2,5
3,8,26,18,7,55,2,5
0,6,36,12,4,22,1,0
7,5,25,24,7,44,2,3
4,9,44,14,4,22,1,3
4,9,5,3,2,14,1,1
4,9,40,24,7,40,2,4
5,3,47,18,4,29,1,3
2,9,39,15,6,36,2,5
5,8,14,7,4,29,2,0
4,7,37,17,6,58,2,0
0,2,32,22,7,55,2,4
0,2,32,20,7,47,2,4
4,5,2,2,2,11,0,0
5,4,4,3,2,14,0,0
5,7,0,1,1,7,0,0
5,7,18,10,6,40,2,3
3,4,8,4,2,14,1,0
3,4,1,1,1,7,0,0
4,9,44,20,6,36,2,3
2,8,25,12,6,40,2,0
2,9,16,10,6,40,2,5
5,9,24,10,4,36,2,0
0,2,46,24,7,40,2,4
0,6,31,24,7,44,2,4
4,8,46,18,6,36,2,2
4,8,35,14,4,25,1,2
4,8,26,15,6,33,2,4
4,8,48,23,6,36,2,4
3,8,44,24,7,40,2,4
3,7,26,9,3,22,1,2
3,4,16,9,4,36,2,0
3,4,32,14,4,29,1,0
3,4,7,5,3,22,1,0
5,8,6,1,1,7,0,1
4,8,37,22,6,33,2,4
7,2,16,8,4,29,2,0
3,8,32,13,6,47,2,5
4,2,11,4,2,14,0,1
3,2,34,18,6,36,2,3
4,2,6,4,2,14,0,1
0,0,31,24,8,51,2,3
0,0,30,23,7,58,2,4
2,4,41,21,8,58,2,4
5,7,23,12,6,40,2,0
5,7,15,11,6,44,2,4
7,1,37,23,8,55,2,4
7,6,40,15,6,47,2,0
3,7,2,4,3,29,2,0
3,5,27,15,7,51,2,5
0,0,48,22,6,36,2,4
3,8,14,9,4,33,2,5
4,8,29,15,4,29,2,3
2,7,2,4,3,22,1,2
2,7,3,5,3,25,1,4
3,7,39,23,7,40,2,4
3,7,16,6,3,18,1,1
3,4,23,12,6,44,2,5
3,8,26,17,7,55,2,1
4,8,17,10,6,44,2,0
0,4,23,15,6,47,2,5
7,4,32,15,7,51,2,0
0,3,31,20,6,33,2,3
1,1,6,4,2,18,1,0
5,2,42,24,9,22,0,0
5,3,6,3,2,11,0,1
5,8,35,24,7,40,2,4
0,1,2,1,2,11,0,0
0,1,11,2,1,0,0,0
0,1,2,2,2,14,1,0
0,1,6,6,4,25,1,3
0,0,6,7,4,29,2,4
0,1,40,20,7,51,2,0
0,1,17,7,3,22,1,0
0,1,4,3,2,18,1,0
4,9,30,9,3,18,1,2
4,9,46,20,6,33,2,3
0,0,8,4,2,14,1,0
4,5,35,14,4,25,1,3
7,4,40,21,6,36,2,3
3,8,7,3,2,11,0,0
7,2,36,14,4,25,1,2
4,3,26,12,4,22,1,3
4,2,4,2,2,11,0,0
4,2,41,21,6,36,2,4
4,2,25,14,4,25,1,4
4,2,38,13,4,25,1,3
0,2,48,20,6,33,2,4
3,5,3,4,3,18,1,3
3,5,31,20,7,47,2,4
4,8,45,15,4,29,1,3
0,0,30,10,4,22,1,2
3,3,22,11,4,22,1,4
4,3,42,24,7,40,2,4
3,8,42,24,7,40,2,4
3,8,7,3,2,11,0,1
3,4,18,12,6,44,2,4
4,9,36,12,4,25,1,2
7,3,43,24,8,51,2,0
3,9,46,23,7,44,2,4
7,3,46,19,4,29,2,3
0,1,27,21,7,51,2,4
1,1,16,7,3,22,1,0
1,1,14,9,4,33,2,4
4,8,39,19,6,33,2,4
4,7,40,21,6,36,2,4
2,9,5,3,2,14,1,0
3,4,43,23,8,51,2,4
3,4,19,24,7,44,2,4
5,9,39,17,4,29,2,3
0,1,8,4,2,14,1,0
0,1,9,2,2,7,0,0
2,5,8,5,3,22,1,0
3,8,7,7,4,33,2,5
5,7,24,9,3,18,1,2
4,9,41,21,7,55,2,1
4,9,41,19,6,33,2,3
5,8,23,17,4,25,1,3
0,0,25,16,7,47,2,4
5,6,20,11,6,40,2,0
5,5,18,9,4,36,2,0
2,9,19,9,4,33,2,0
7,4,47,18,7,47,2,5
5,9,17,6,2,14,0,1
5,8,13,7,4,29,2,0
5,6,1,0,1,3,0,0
3,4,13,6,3,22,1,0
3,9,3,1,1,3,0,1
3,9,16,5,2,14,0,1
0,6,45,10,3,22,1,2
0,6,39,18,6,33,2,2
7,6,35,23,7,44,2,4
0,6,15,6,3,18,1,1
0,3,16,6,3,14,0,1
0,3,22,12,4,29,1,3
0,3,38,20,6,33,2,3
0,2,37,24,6,33,2,4
4,3,0,0,1,3,0,0
0,6,24,9,3,18,1,2
4,3,32,14,6,40,2,0
0,6,20,17,4,25,1,3
5,3,2,4,3,22,1,5
2,8,31,13,6,44,2,0
4,6,39,17,6,36,2,3
5,9,26,13,6,33,2,3
0,4,42,23,7,44,2,4
3,8,37,24,7,40,2,4
5,8,10,3,2,11,0,1
5,8,27,24,7,44,2,4
0,1,5,7,4,25,2,5
0,1,14,8,4,29,2,4
0,1,35,10,4,22,1,0
0,1,20,7,3,25,1,0
0,1,16,12,6,40,2,5
0,1,20,12,6,40,2,0
3,8,19,12,6,44,2,4
3,8,36,24,7,44,2,4
3,7,37,23,6,40,2,5
5,3,4,3,2,18,1,0
2,8,27,18,7,51,2,5
3,8,6,1,1,3,0,0
2,4,10,8,4,40,2,0
5,3,45,19,6,33,2,3
7,6,47,24,8,51,2,4
4,3,6,6,4,25,2,5
1,1,43,13,4,25,1,0
4,9,45,24,8,40,1,0
3,8,36,18,4,29,2,3
4,9,35,14,4,29,2,2
5,3,0,1,2,11,0,5
2,8,22,14,6,47,2,5
4,2,35,12,4,25,1,2
0,3,31,22,6,33,2,3
4,9,33,18,6,33,2,4
2,9,27,12,6,44,2,0
2,9,20,14,6,44,2,5
2,9,13,6,3,25,1,0
0,0,15,7,4,25,1,0
4,8,9,3,2,14,0,1
4,9,29,22,7,44,2,4
3,3,2,5,3,25,2,0
3,3,4,1,1,7,0,0
5,7,20,13,6,44,2,2
5,7,5,2,2,14,0,0
2,5,30,20,7,51,2,4
0,6,5,1,1,3,0,1
5,3,23,14,6,51,2,0
3,8,26,13,6,33,2,4
3,5,31,21,7,51,2,4
2,8,4,3,2,18,1,0
3,3,13,7,4,29,2,0
5,3,18,7,3,22,1,0
5,3,5,7,4,29,2,5
3,9,43,24,7,47,2,4
0,1,18,6,2,14,0,0
0,1,11,7,3,25,1,0
0,1,20,11,6,44,2,0
0,1,17,12,6,44,2,5
3,6,5,1,1,7,0,0
2,3,11,6,2,14,0,1
3,2,29,13,4,25,1,0
4,8,21,15,6,51,2,4
0,4,17,10,6,40,2,0
3,8,12,6,2,14,0,1
4,8,39,18,6,33,2,3
3,7,31,17,6,33,2,4
3,8,22,15,6,44,2,5
7,3,37,23,6,33,1,3
0,1,38,19,7,55,2,1
2,6,33,21,7,55,2,4
5,0,16,6,3,14,0,1
0,0,34,20,7,51,2,3
1,6,1,0,1,3,0,0
2,8,38,18,7,51,2,4
0,3,35,24,7,44,2,4
4,2,5,3,2,14,0,1
5,7,10,5,3,18,1,0
4,7,40,24,7,44,2,4
0,2,39,15,4,29,1,2
0,2,40,18,6,36,2,4
0,2,46,24,7,44,2,4
4,9,43,24,7,44,2,3
3,8,28,12,4,25,1,2
2,2,8,5,3,22,1,0
3,3,21,9,9,58,2,0
0,0,20,9,3,25,1,1
3,4,0,0,0,0,0,0
3,4,40,20,7,44,2,4
0,1,9,4,2,11,0,1
0,0,32,23,7,51,2,4
0,2,39,13,6,44,2,0
4,9,23,14,6,51,2,5
2,4,8,5,3,18,1,0
2,4,31,21,7,47,2,4
5,8,22,19,7,55,2,2
4,8,37,23,6,33,2,4
4,6,40,23,6,36,2,4
4,5,14,6,2,14,0,1
3,8,41,19,6,33,2,3
3,9,48,14,4,25,1,3
3,9,43,17,4,29,1,4
3,3,42,13,4,25,1,0
2,2,22,12,6,47,2,5
0,4,41,22,6,33,2,4
2,9,14,7,4,29,2,0
3,9,10,9,4,36,2,5
4,9,41,23,7,47,2,4
7,1,41,21,7,58,2,5
7,6,19,18,4,29,1,3
0,0,2,1,1,3,0,0
3,8,25,9,3,22,1,2
7,3,46,22,6,36,2,3
7,3,29,10,4,22,1,1
3,8,17,14,6,44,2,4
2,7,22,10,6,44,2,0
2,8,7,6,3,22,1,0
3,8,13,10,4,40,2,4
5,3,21,13,6,47,2,4
4,7,15,6,2,14,0,1
5,7,1,1,1,7,0,0
4,5,46,18,6,33,2,3
4,4,27,13,6,40,2,0
7,1,32,14,4,29,1,2
7,1,37,21,6,40,2,4
5,4,10,4,2,11,0,1
5,9,27,17,6,33,2,4
7,3,26,12,6,40,2,0
4,2,37,19,6,33,2,3
7,3,29,20,6,33,2,3
2,8,21,18,7,51,2,5
5,8,37,13,4,25,1,2
4,9,37,20,6,29,2,3
3,8,43,21,6,33,2,3
4,9,31,9,3,22,1,2
5,9,39,15,6,33,2,3
3,5,38,22,7,47,2,4
3,5,37,13,4,25,1,2
0,1,39,20,7,51,2,4
0,1,25,15,6,51,2,5
0,1,24,7,3,18,1,0
3,8,22,7,3,7,0,0
3,8,23,12,6,40,2,0
7,1,29,21,7,58,2,4
3,4,1,1,2,11,0,0
3,8,2,1,2,7,0,0
0,1,36,23,7,44,2,4
5,3,34,17,4,29,2,3
3,6,35,23,6,36,2,3
4,7,46,15,6,33,2,4
5,9,48,22,6,36,2,4
2,7,16,4,2,11,0,0
4,0,47,10,3,22,1,2
4,8,29,17,6,36,2,4
4,2,29,16,6,33,2,2
5,2,7,3,2,11,0,1
7,3,44,21,6,33,2,4
0,0,48,19,6,36,2,3
2,6,6,5,3,22,1,5
2,5,44,20,6,40,2,0
2,5,19,11,6,44,2,5
3,5,30,12,4,29,1,3
4,0,46,22,6,36,2,4
4,8,41,12,4,25,1,2
4,8,15,6,2,14,0,1
4,8,27,20,6,33,2,3
3,5,37,10,3,22,1,2
4,9,13,3,2,7,0,0
7,1,37,21,6,40,2,0
0,1,18,7,4,29,2,2
5,7,33,24,7,40,2,4
5,8,40,24,6,40,2,4
0,1,9,4,2,14,1,0
0,1,7,7,3,25,2,4
0,1,13,11,6,40,2,4
0,1,14,10,6,36,2,5
0,1,7,6,3,22,1,0
1,1,9,3,2,11,0,0
1,1,9,4,2,18,1,0
7,2,5,4,3,18,1,0
4,7,46,20,6,40,2,4
3,5,42,13,6,33,2,0
1,1,28,17,7,44,2,3
0,5,4,3,2,18,1,0
3,8,30,12,4,25,1,2
3,8,28,15,4,29,1,3
3,8,38,13,4,33,2,1
4,9,43,20,6,33,2,3
5,9,44,20,6,33,2,3
1,0,12,6,2,14,0,1
0,0,16,9,4,36,2,5
3,8,33,12,4,25,1,2
3,8,36,17,6,29,1,3
7,5,39,15,4,29,1,0
2,9,15,10,6,40,2,4
7,1,31,22,7,51,2,4
5,2,8,4,2,14,1,1
5,3,31,11,6,40,2,0
3,7,12,8,4,29,2,3
5,3,34,15,4,29,1,3
5,9,31,12,4,22,1,3
7,3,6,4,3,22,1,0
7,3,17,10,4,36,2,0
4,4,46,21,6,36,2,3
7,6,40,24,8,51,2,4
3,3,2,1,2,11,0,0
6,3,1,0,1,3,0,0
0,5,42,21,6,33,2,4
3,7,2,3,2,18,1,0
5,2,27,20,6,33,2,3
3,8,14,10,6,36,2,5
3,8,19,14,6,47,2,5
3,8,11,9,6,44,2,0
4,4,32,12,4,25,1,2
3,8,4,6,3,25,1,5
5,8,30,17,6,33,2,3
3,8,39,24,7,40,2,4
4,9,30,20,6,36,2,3
5,9,36,13,4,25,1,2
5,3,37,18,6,36,2,3
0,1,42,15,4,22,0,0
7,1,39,12,6,44,2,4
0,1,14,9,4,29,2,5
0,1,15,4,2,11,0,0
0,1,8,4,3,18,1,0
2,5,23,9,4,25,1,0
0,1,27,24,7,44,2,4
3,8,45,24,7,44,2,4
3,9,5,3,2,14,0,1
3,9,3,1,1,3,0,1
2,9,13,9,4,36,2,4
2,9,32,16,6,33,2,0
3,4,5,3,2,14,1,0
0,2,25,21,7,40,2,4
5,9,37,21,6,33,2,0
5,9,21,17,7,51,2,5
5,8,35,17,7,51,2,5
5,8,1,1,1,7,0,0
0,0,33,20,7,47,2,4
0,0,40,17,6,29,1,4
0,0,42,18,7,47,2,4
7,3,26,19,6,33,2,4
3,5,33,21,7,51,2,4
3,5,38,17,4,29,1,3
2,9,22,15,6,44,2,5
2,9,28,12,6,40,2,0
5,3,7,2,2,7,0,1
0,0,27,15,7,44,2,4
0,0,35,21,7,55,2,1
0,0,46,14,6,36,2,4
5,8,47,15,4,29,2,0
5,8,10,6,3,25,1,0
5,8,14,7,4,25,2,0
0,0,8,3,2,14,1,0
5,6,24,10,4,33,2,0
7,6,20,12,6,44,2,5
7,5,33,20,7,40,2,0
3,4,0,0,0,0,0,0
3,4,0,0,0,0,0,0
2,5,4,3,2,14,0,0
3,8,7,2,1,7,0,1
0,2,31,11,4,25,1,2
0,2,18,17,4,29,1,3
3,4,8,4,2,14,0,0
4,3,11,4,2,11,0,1
0,6,46,18,6,25,1,0
0,8,4,3,2,14,0,0
4,9,9,7,4,33,2,4
3,9,9,4,2,14,0,0
4,9,3,2,2,7,0,0
0,7,6,3,2,14,0,0
0,2,48,17,4,29,1,3
0,1,36,17,6,33,2,3
0,1,30,16,6,36,2,3
0,1,23,7,3,18,1,1
0,1,47,22,7,44,2,3
0,0,40,20,6,33,2,3
5,8,21,15,6,47,2,4
5,3,2,4,3,18,1,4
5,8,40,20,6,33,2,3
5,5,8,4,2,18,1,0
0,0,40,22,6,33,2,4
2,9,26,15,6,44,2,0
2,7,14,9,4,33,2,5
4,9,15,8,4,29,2,0
4,9,33,15,6,44,2,0
7,5,30,23,7,40,2,4
5,6,1,1,1,3,0,0
7,6,48,20,6,33,2,3
7,6,30,20,6,36,2,4
4,0,35,21,6,33,2,3
3,3,21,11,6,40,2,0
5,7,41,23,6,44,2,0
3,5,31,23,7,51,2,4
3,5,33,21,7,51,2,4
0,1,23,12,4,33,2,3
0,1,8,1,1,0,0,0
0,1,11,6,3,22,1,0
4,8,41,20,6,33,2,4
4,7,40,19,6,33,2,3
7,3,41,24,7,44,2,4
5,8,1,1,2,11,0,0
2,7,7,5,3,22,1,0
2,8,24,14,6,47,2,5
1,1,33,10,4,25,1,0
3,4,36,23,8,55,2,0
6,5,6,1,2,7,0,0
3,9,6,3,2,14,1,1
4,9,35,21,6,33,2,3
4,9,44,18,6,29,2,3
4,9,24,9,3,18,1,2
1,6,1,0,1,3,0,0
1,1,10,9,4,33,2,5
2,4,34,21,6,25,1,0
3,4,0,0,0,0,0,0
4,9,6,2,2,7,0,1
4,9,15,5,2,14,0,1
5,8,36,21,6,36,2,4
4,0,27,15,7,51,2,0
5,8,0,0,0,0,0,0
0,2,38,23,6,36,2,4
4,8,24,15,6,33,2,4
4,9,26,23,7,44,2,4
2,4,30,21,7,55,2,4
2,9,34,10,4,36,2,0
2,6,27,23,7,51,2,5
4,9,13,6,2,14,0,1
4,9,39,23,6,40,2,3
7,9,13,3,1,3,0,0
3,9,15,9,4,29,1,1
3,9,37,10,3,22,1,2
2,9,24,12,4,36,2,0
3,9,34,18,6,36,2,0
4,9,19,15,7,44,2,4
4,9,21,12,4,36,2,5
4,9,16,10,6,40,2,4
4,9,22,11,4,33,2,1
0,0,33,14,4,25,1,3
0,0,43,11,4,25,1,2
0,2,48,17,6,33,2,3
0,2,19,22,6,29,1,4
0,0,48,21,7,40,2,4
5,9,1,1,2,14,1,0
5,7,41,22,6,36,2,0
3,8,3,2,2,14,0,0
4,9,12,4,2,14,0,1
2,8,14,10,6,40,2,5
7,4,37,24,7,44,2,4
3,4,27,9,3,22,1,0
4,5,0,0,0,0,0,0
1,1,14,6,3,22,1,0
4,3,31,16,4,29,2,2
3,1,21,13,6,47,2,5
5,9,39,17,8,51,2,5
5,9,39,18,9,47,2,0
0,6,43,16,4,29,1,3
5,7,17,10,6,40,2,5
5,7,16,12,6,44,2,4
5,7,3,3,2,14,1,0
4,0,34,19,6,36,2,3
3,3,15,7,3,25,1,0
7,6,4,3,2,18,1,0
2,9,35,17,7,51,2,5
0,2,26,21,6,36,2,4
3,8,19,10,4,22,1,3
4,8,11,3,2,11,0,1
2,7,16,12,6,47,2,5
0,2,22,21,6,33,2,4
0,1,33,20,7,47,2,4
0,1,13,8,4,29,1,2
0,1,29,10,3,22,1,2
0,1,20,7,2,7,0,0
0,0,30,18,4,33,2,3
5,5,46,23,7,40,2,4
4,7,7,2,2,7,0,0
5,3,26,14,4,25,1,3
4,5,3,1,2,7,0,0
7,2,5,6,3,25,1,4
5,8,30,19,6,29,1,3
5,6,46,20,6,33,2,3
4,3,33,21,6,33,2,4
3,8,40,20,6,36,2,3
4,9,43,18,6,36,2,2
4,9,12,5,2,14,0,1
2,8,17,12,6,44,2,5
4,6,37,17,6,29,2,4
4,9,3,1,2,7,0,1
4,8,16,6,2,14,0,1
5,3,6,7,3,25,2,5
3,5,42,17,6,44,2,4
3,7,44,22,6,33,2,3
5,8,0,0,1,3,0,0
7,5,47,23,7,44,2,4
0,1,36,21,8,55,2,4
2,4,29,23,2,55,2,0
5,8,41,15,6,40,2,2
5,8,14,7,3,25,1,0
5,8,5,6,3,25,1,5
2,5,30,22,7,51,2,4
5,2,34,23,6,36,2,3
4,2,43,23,6,33,2,4
3,4,24,13,6,47,2,0
4,9,14,5,2,14,0,1
4,9,16,5,2,11,0,2
7,6,35,21,6,36,2,3
1,3,23,11,4,33,2,0
0,2,36,11,4,25,1,3
0,2,42,24,7,44,2,3
4,9,45,24,7,44,2,4
7,7,17,9,4,36,2,0
3,5,39,20,6,36,2,3
3,5,42,21,7,47,2,4
0,3,23,10,3,22,1,2
0,3,25,14,4,29,1,2
7,3,43,17,4,29,2,3
7,3,37,12,4,29,2,3
0,3,4,1,1,7,0,1
7,3,48,10,3,22,1,4
7,3,20,6,2,14,0,1
4,1,29,17,6,36,2,3
4,6,34,12,4,25,1,2
3,5,35,21,7,47,2,2
2,6,17,12,6,44,2,5
0,6,33,20,6,33,2,3
4,8,25,14,4,33,2,3
0,0,47,18,6,33,2,3
7,5,35,17,7,55,2,5
7,2,20,12,6,44,2,5
5,8,38,18,7,44,2,4
4,2,45,19,6,36,2,3
3,2,2,1,2,11,0,0
4,2,17,6,2,14,0,1
4,2,4,1,1,7,0,1
4,2,27,11,4,22,1,2
0,3,20,14,6,44,2,5
4,0,41,15,6,33,2,4
5,7,45,24,7,47,2,4
1,1,36,18,6,36,2,4
5,7,15,6,2,14,0,1
4,7,15,6,2,14,0,1
4,8,37,20,6,33,2,3
4,7,10,4,2,11,0,1
5,6,6,6,3,18,0,0
5,7,48,12,4,25,1,2
0,4,47,12,4,25,1,3
7,4,46,15,4,25,1,2
7,1,16,10,4,29,1,4
5,4,11,6,2,14,0,1
7,6,21,12,6,33,2,4
7,6,26,16,4,29,2,3
0,6,21,10,3,22,1,2
3,5,33,21,7,55,2,5
3,9,19,11,6,44,2,5
5,9,29,18,6,33,2,0
5,9,22,17,6,36,2,4
4,9,10,9,4,36,2,5
4,9,10,7,4,29,2,4
4,9,21,15,6,51,2,2
3,9,10,4,2,14,0,0
0,6,16,7,3,18,1,1
4,7,20,11,6,44,2,4
3,8,8,4,2,11,0,1
4,4,36,24,6,36,2,4
2,8,19,9,4,25,1,3
2,8,24,17,6,47,2,5
3,3,13,3,2,11,0,0
3,3,32,16,7,51,2,5
5,3,10,5,3,18,1,0
5,2,16,8,4,29,2,0
7,3,45,21,6,33,2,3
