,alpha_kmeans,delta_kmeans,u_width,g_kmeans,r_freq,i_kmeans,z_kmeans,redshift_width
90017,5,10,13,23,13,22,31,9
90018,2,6,10,18,7,17,25,6
90019,7,9,6,7,1,8,14,0
90020,7,9,6,9,4,14,23,0
90021,5,5,5,4,0,5,10,0
90022,11,14,8,18,13,27,40,18
90023,9,19,9,16,7,17,25,5
90024,9,10,5,6,1,7,11,0
90025,9,18,13,16,7,16,23,7
90026,4,17,7,14,8,21,30,11
90027,0,5,8,12,4,12,19,3
90028,1,5,8,14,10,23,33,9
90029,7,15,5,6,1,9,16,1
90030,5,10,11,23,13,22,30,9
90031,11,17,8,17,13,27,41,24
90032,7,8,10,14,5,14,20,5
90033,7,8,13,15,5,15,23,4
90034,0,5,11,16,7,17,25,4
90035,11,15,9,20,12,21,29,8
90036,11,12,6,7,2,9,14,1
90037,9,4,8,13,7,17,25,4
90038,10,15,8,17,12,24,34,5
90039,10,15,2,1,0,3,8,0
90040,4,22,9,14,5,14,20,0
90041,5,24,6,10,4,14,24,14
90042,10,17,8,15,11,23,35,20
90043,6,11,10,20,14,26,36,11
90044,6,11,10,18,11,20,27,8
90045,8,5,13,22,12,21,30,6
90046,11,16,10,15,6,16,24,0
90047,14,10,11,24,13,21,32,7
90048,14,10,6,7,1,6,10,1
90049,15,10,12,19,11,20,28,7
90050,14,10,10,18,9,18,29,5
90051,14,10,11,15,6,15,23,4
90052,14,11,7,12,7,20,30,11
90053,11,18,11,22,13,22,30,0
90054,9,7,5,5,0,6,11,1
90055,14,6,9,16,13,26,41,30
90056,11,20,8,16,11,25,36,14
90057,11,19,9,17,12,25,37,0
90058,7,12,9,17,13,28,40,0
90059,11,14,5,5,1,8,14,1
90060,8,22,10,23,12,20,27,8
90061,8,22,11,16,6,16,24,5
90062,8,21,9,17,10,19,28,7
90063,5,14,11,19,13,24,35,9
90064,14,6,8,16,9,19,28,9
90065,14,6,13,19,10,19,28,7
90066,7,9,5,7,3,11,18,0
90067,14,13,11,22,11,20,31,6
90068,10,8,10,20,9,18,25,7
90069,8,19,8,9,2,7,11,0
90070,10,17,7,13,8,21,33,0
90071,10,16,8,17,13,27,40,21
90072,9,17,8,16,11,23,34,12
90073,0,5,8,18,13,24,33,10
90074,11,8,9,16,7,15,23,8
90075,14,5,8,12,5,14,22,0
90076,2,14,4,3,0,5,11,0
90077,2,13,11,21,11,17,22,0
90078,6,16,9,21,11,20,28,7
90079,6,15,10,21,12,20,28,8
90080,6,16,9,20,11,20,28,8
90081,9,19,6,5,0,0,0,0
90082,10,18,13,17,9,18,25,7
90083,2,4,7,17,14,25,35,11
90084,14,10,6,11,6,17,28,22
90085,1,8,6,12,6,18,29,17
90086,1,3,7,14,8,21,31,15
90087,11,18,8,15,11,23,34,11
90088,8,19,6,9,4,13,22,0
90089,11,16,10,15,5,12,16,0
90090,9,10,6,8,2,9,14,1
90091,6,11,11,18,13,25,36,6
90092,6,11,10,19,14,28,34,13
90093,11,20,6,8,2,10,17,0
90094,11,19,8,13,8,21,31,32
90095,0,5,10,18,8,19,29,4
90096,9,21,9,20,12,21,29,8
90097,8,22,6,8,2,10,16,1
90098,14,5,9,18,14,26,38,10
90099,10,9,6,7,2,10,16,1
90100,1,8,8,15,12,25,37,18
90101,1,8,8,15,11,23,33,22
90102,1,8,5,10,5,16,26,18
90103,2,3,8,12,5,16,25,0
90104,7,17,14,19,10,19,27,8
90105,11,13,10,14,5,14,22,4
90106,11,16,4,5,1,8,14,1
90107,11,13,6,8,3,10,17,1
90108,11,12,11,15,5,14,21,5
90109,14,10,10,19,10,20,29,6
90110,14,10,14,14,5,14,20,5
90111,7,7,10,15,6,15,23,4
90112,1,10,9,19,14,29,41,2
90113,14,10,7,13,8,21,32,16
90114,9,18,13,17,7,17,25,5
90115,14,11,9,18,9,17,27,6
90116,14,11,9,18,11,20,29,6
90117,1,5,10,25,14,24,29,11
90118,1,5,10,16,12,22,36,9
90119,1,5,9,13,6,16,24,2
90120,1,5,9,13,5,16,24,2
90121,5,23,4,3,0,4,8,0
90122,8,22,9,14,6,15,23,4
90123,5,11,10,18,9,19,28,6
90124,7,9,10,15,11,25,35,30
90125,11,8,8,14,9,21,31,26
90126,5,9,4,5,2,11,20,0
90127,0,1,10,14,5,14,21,4
90128,4,14,8,10,3,9,13,0
90129,8,19,6,9,3,12,20,0
90130,8,19,7,13,8,21,32,19
90131,8,19,5,8,3,13,21,0
90132,8,19,6,11,6,20,30,9
90133,5,16,6,7,2,9,15,2
90134,5,13,8,14,11,24,37,12
90135,6,13,8,17,12,26,43,15
90136,10,8,5,3,0,3,6,0
90137,10,14,5,7,3,12,20,0
90138,9,18,9,16,8,18,26,7
90139,8,19,8,10,3,10,16,3
90140,10,10,8,9,2,9,15,2
90141,14,11,8,15,11,24,38,11
90142,8,14,10,18,8,18,26,5
90143,6,15,13,16,8,18,27,4
90144,6,16,11,23,9,18,26,7
90145,8,22,3,3,0,7,13,0
90146,10,20,13,22,12,21,30,8
90147,1,3,10,20,11,20,29,7
90148,6,10,13,17,10,19,27,7
90149,0,2,12,17,10,20,30,6
90150,9,15,12,16,7,16,23,0
90151,9,15,11,14,5,15,22,5
90152,11,19,8,15,11,23,35,19
90153,11,18,9,16,12,24,34,0
90154,10,16,7,15,11,23,36,16
90155,11,23,7,9,3,12,19,0
90156,1,8,7,14,9,22,33,10
90157,1,8,5,10,5,16,26,23
90158,2,3,7,14,10,23,34,27
90159,9,24,9,16,7,17,24,0
90160,10,9,7,8,2,8,14,3
90161,9,5,10,18,9,18,27,6
90162,8,5,6,7,2,9,14,1
90163,14,11,9,16,9,18,27,6
90164,1,5,10,19,13,25,35,11
90165,1,5,4,3,0,3,7,0
90166,1,5,6,11,5,15,23,3
90167,1,5,9,14,6,16,24,2
90168,0,5,11,20,13,22,29,8
90169,0,8,9,17,10,20,28,15
90170,5,10,9,18,12,24,38,3
90171,5,11,14,18,9,18,28,6
90172,6,9,7,13,7,20,31,0
90173,7,9,5,10,5,16,26,22
90174,4,25,11,13,5,12,18,0
90175,0,7,9,19,14,27,38,13
90176,0,5,12,15,6,15,23,5
90177,1,5,6,9,4,14,22,0
90178,9,19,9,19,9,19,28,6
90179,9,19,8,17,11,20,29,10
90180,9,10,10,17,8,18,26,4
90181,11,14,5,7,2,10,17,0
90182,9,4,5,6,1,6,10,1
90183,10,12,13,17,8,18,27,6
90184,0,10,9,24,14,27,30,10
90185,7,9,12,20,11,20,30,6
90186,8,9,9,19,9,18,26,6
90187,14,11,10,16,6,16,24,5
90188,1,5,10,18,13,27,38,5
90189,1,5,9,19,14,25,33,10
90190,1,5,8,12,4,14,21,3
90191,4,6,6,7,1,7,12,2
90192,11,15,10,18,8,17,26,5
90193,0,8,9,13,7,19,30,0
90194,1,3,8,12,7,19,29,0
90195,5,11,10,19,14,26,35,9
90196,10,8,6,5,1,8,13,0
90197,10,9,8,10,3,10,15,2
90198,9,5,5,4,0,4,7,1
90199,9,5,10,17,7,16,23,6
90200,1,6,8,15,6,16,24,5
90201,0,5,10,20,13,24,35,10
90202,0,5,9,17,10,18,27,9
90203,5,17,9,18,14,28,40,7
90204,10,15,11,24,13,21,29,9
90205,7,15,5,5,0,6,11,0
90206,8,15,10,16,7,17,25,6
90207,9,17,11,17,7,17,27,5
90208,9,17,12,18,11,20,28,7
90209,8,17,13,19,13,22,30,8
90210,7,22,8,17,14,28,39,24
90211,8,19,8,17,12,24,40,6
90212,9,18,4,5,2,12,20,0
90213,5,12,9,20,14,25,40,10
90214,14,10,6,13,9,21,32,23
90215,8,19,5,6,1,9,16,0
90216,5,15,9,15,6,15,23,5
90217,6,17,12,21,12,22,30,6
90218,15,6,10,17,9,20,30,2
90219,15,6,9,12,4,13,19,3
90220,10,15,8,16,12,26,39,23
90221,11,19,7,14,9,21,32,21
90222,1,5,9,17,7,16,24,6
90223,1,5,9,14,5,14,22,5
90224,0,5,9,18,7,17,25,6
90225,10,17,8,15,12,25,36,0
90226,10,17,13,19,12,20,28,9
90227,8,18,3,2,0,4,9,0
90228,8,18,5,6,2,10,17,0
90229,8,18,3,2,0,4,10,0
90230,7,20,9,17,8,18,26,5
90231,8,6,6,9,4,14,23,0
90232,15,14,12,24,13,22,31,8
90233,6,12,12,20,13,29,36,13
90234,4,7,11,20,11,20,29,6
90235,15,7,12,19,10,19,30,5
90236,2,4,11,22,14,29,41,14
90237,2,4,10,20,14,28,43,12
90238,8,18,10,17,8,17,25,7
90239,0,5,6,10,5,15,24,0
90240,0,5,9,14,5,15,22,4
90241,1,5,6,9,4,13,20,2
90242,0,5,12,16,6,16,25,6
90243,10,18,9,15,7,17,25,6
90244,5,9,9,20,14,26,38,11
90245,11,8,7,10,4,16,23,0
90246,8,22,8,11,3,12,18,3
90247,9,21,12,19,9,19,27,5
90248,5,11,13,20,11,20,29,6
90249,1,6,11,19,14,28,38,14
90250,7,9,4,8,4,13,22,16
90251,8,19,7,12,8,21,31,28
90252,9,19,7,13,7,19,29,15
90253,9,18,8,15,11,24,34,28
90254,4,6,10,13,4,13,20,5
90255,5,7,3,2,0,2,4,1
90256,2,16,9,14,7,19,31,0
90257,2,13,10,13,5,13,19,0
90258,10,15,6,12,7,20,31,25
90259,9,19,12,17,7,16,25,6
90260,11,15,10,23,13,23,30,10
90261,0,0,3,1,0,3,7,0
90262,0,3,11,15,13,22,45,0
90263,8,15,6,7,2,9,15,1
90264,9,15,11,18,8,17,25,6
90265,9,17,13,20,10,19,28,7
90266,9,5,12,19,10,19,27,7
90267,9,3,6,12,6,20,30,10
90268,0,1,10,17,8,18,26,6
90269,7,9,11,17,11,20,29,6
90270,7,9,11,18,9,18,26,6
90271,6,9,10,18,8,18,25,6
90272,8,19,5,7,3,12,20,0
90273,6,14,8,17,12,24,37,18
90274,11,14,10,24,14,29,39,15
90275,11,19,8,15,11,23,33,20
90276,11,18,7,14,9,22,31,9
90277,7,6,6,10,5,16,24,29
90278,8,6,6,6,1,7,13,0
90279,11,23,6,10,5,16,27,0
90280,11,23,4,4,1,8,14,0
90281,1,5,6,7,1,8,13,1
90282,9,11,9,17,14,29,44,0
90283,9,7,7,9,3,10,15,2
90284,6,19,9,18,10,18,26,8
90285,9,6,10,19,10,19,27,5
90286,1,3,8,16,11,25,36,12
90287,14,11,8,14,9,22,32,27
90288,7,11,6,8,3,11,18,0
90289,14,5,9,17,13,25,39,12
90290,10,17,9,17,8,17,25,7
90291,9,8,8,13,4,13,20,4
90292,1,1,3,1,0,2,6,0
90293,8,19,10,22,14,25,31,10
90294,5,10,12,20,13,23,33,9
90295,8,17,8,11,4,12,19,2
90296,9,19,11,17,9,18,26,6
90297,14,6,13,22,14,23,31,8
90298,4,17,11,16,7,16,22,0
90299,11,8,11,25,13,25,37,12
90300,7,16,13,23,11,19,27,8
90301,9,14,10,21,11,20,29,7
90302,8,18,12,17,7,17,25,6
90303,14,11,9,17,8,18,25,5
90304,1,5,9,16,7,17,24,6
90305,1,5,9,19,13,24,37,11
90306,0,5,6,9,2,10,16,2
90307,8,7,11,17,8,17,26,6
90308,6,10,11,21,11,20,28,7
90309,8,5,6,7,2,9,14,1
90310,9,5,8,10,2,9,15,4
90311,1,8,7,14,9,23,33,11
90312,1,8,8,15,11,23,36,22
90313,11,18,8,16,12,24,39,21
90314,5,16,9,22,14,21,29,8
90315,14,10,8,14,10,23,33,10
90316,11,13,11,17,12,24,34,0
90317,9,19,9,19,11,20,28,7
90318,11,13,6,8,2,9,15,1
90319,9,21,6,7,1,8,13,1
90320,11,15,13,19,12,20,28,9
90321,10,8,7,11,5,17,26,0
90322,0,5,10,16,6,15,23,6
90323,8,19,7,10,4,15,24,0
90324,5,10,9,11,3,12,18,0
90325,6,16,8,14,10,23,33,11
90326,11,23,3,3,0,5,11,0
90327,8,24,5,5,2,10,16,0
90328,4,8,10,17,9,19,27,5
90329,10,9,9,17,8,18,26,7
90330,5,24,4,3,0,5,10,0
90331,1,9,5,6,1,9,14,0
90332,1,12,7,9,2,9,14,2
90333,4,14,7,15,11,23,37,18
90334,1,8,7,15,12,23,35,22
90335,1,8,6,9,4,15,23,29
90336,14,10,9,13,8,20,31,0
90337,14,10,8,14,5,14,21,4
90338,0,10,10,18,8,17,25,6
90339,4,10,10,22,8,16,29,4
90340,9,18,12,20,13,21,29,9
90341,1,5,9,20,14,26,44,9
90342,0,5,6,7,1,8,13,1
90343,6,7,6,7,1,8,13,1
90344,10,17,7,14,9,22,33,20
90345,9,17,8,17,12,25,44,14
90346,9,18,8,15,11,23,34,0
90347,10,17,6,7,3,11,18,0
90348,0,5,9,23,14,23,31,8
90349,5,11,12,22,14,23,32,8
90350,1,6,8,17,13,23,33,11
90351,2,6,9,17,7,15,22,7
90352,6,15,12,25,14,24,31,10
90353,9,19,10,19,12,21,28,9
90354,9,22,5,5,1,6,10,1
90355,9,21,10,19,11,21,27,9
90356,7,15,9,17,8,18,26,6
90357,9,19,11,18,11,24,37,0
90358,8,19,7,12,7,20,32,0
90359,8,19,6,12,7,20,31,19
90360,5,16,7,8,1,7,11,2
90361,5,12,9,20,14,24,34,8
90362,11,14,10,21,14,22,30,12
90363,4,16,8,16,12,25,36,25
90364,8,6,8,14,10,24,34,29
90365,11,15,7,10,4,14,23,0
90366,11,16,12,26,14,24,31,0
90367,7,15,8,11,3,11,18,3
90368,9,17,12,23,14,22,31,8
90369,5,5,9,23,14,27,37,9
90370,9,17,8,14,6,17,26,6
90371,8,18,6,10,5,16,26,31
90372,0,5,10,17,12,21,29,10
90373,1,5,7,11,4,14,21,3
90374,15,6,10,17,8,18,27,6
90375,15,6,9,17,8,18,27,6
90376,11,22,10,15,11,21,32,23
90377,14,11,14,12,6,16,26,0
90378,9,13,8,13,5,14,21,6
90379,10,13,6,9,4,13,22,0
90380,11,14,6,7,1,8,13,0
90381,8,22,10,17,8,18,26,6
90382,9,21,10,17,8,18,27,5
90383,11,8,11,17,7,17,24,7
90384,15,7,11,19,12,20,35,0
90385,14,11,9,14,5,14,22,4
90386,14,11,11,20,11,19,29,7
90387,7,0,4,5,1,9,16,0
90388,9,9,6,8,2,8,14,2
90389,9,19,12,19,9,18,27,7
90390,9,10,7,8,2,9,14,1
90391,11,8,8,14,5,14,21,4
90392,14,5,12,15,6,17,25,3
90393,9,19,7,15,11,24,35,14
90394,11,13,8,10,3,8,12,0
90395,9,18,8,17,12,26,39,17
90396,2,13,6,5,0,2,4,0
90397,6,16,3,3,0,4,8,0
90398,7,16,7,9,3,10,16,1
90399,11,15,6,7,1,7,12,1
90400,1,8,8,14,11,23,33,13
90401,1,8,6,10,6,18,30,0
90402,6,16,11,24,7,16,24,7
90403,6,14,12,17,12,25,38,0
90404,14,10,10,19,11,19,29,6
90405,6,15,11,18,7,17,26,5
90406,10,14,7,14,9,23,34,8
90407,2,4,10,20,13,22,39,12
90408,14,10,7,12,7,19,28,24
90409,14,11,8,15,7,16,23,7
90410,1,5,8,13,6,16,24,3
90411,1,5,11,18,10,20,29,5
90412,0,5,13,19,10,20,30,6
90413,6,7,10,19,9,18,28,7
90414,9,10,8,16,12,24,34,8
90415,12,27,5,6,2,10,17,0
90416,8,19,5,6,2,11,19,0
90417,9,18,7,9,3,12,20,0
90418,5,16,5,7,2,10,17,1
90419,0,3,2,0,0,2,3,0
90420,11,19,7,13,8,21,32,28
90421,9,15,11,14,5,14,21,4
90422,9,3,9,15,11,26,38,0
90423,1,9,7,9,2,9,14,2
90424,5,19,8,16,12,26,35,20
90425,5,20,7,12,7,21,32,28
90426,6,22,8,16,12,25,40,17
90427,5,21,7,12,6,18,29,32
90428,6,22,5,11,6,17,27,23
90429,3,23,7,9,3,11,18,0
90430,1,13,7,14,10,23,33,10
90431,1,1,6,13,8,20,34,22
90432,10,12,8,8,1,6,10,0
90433,2,4,8,17,11,20,30,7
90434,14,10,7,12,6,19,30,0
90435,14,6,13,15,5,14,21,6
90436,9,10,5,9,4,13,22,0
90437,9,5,9,15,8,18,27,3
90438,11,6,3,2,0,5,11,0
90439,1,8,7,13,7,19,30,22
90440,1,8,6,11,6,17,28,19
90441,1,8,5,7,3,12,19,0
90442,1,3,5,10,6,17,27,22
90443,0,5,7,9,2,9,14,2
90444,1,5,4,5,1,8,14,0
90445,1,5,9,13,4,13,20,4
90446,4,17,8,14,9,22,31,28
90447,1,5,9,18,13,25,35,10
90448,1,5,12,25,12,21,29,7
90449,7,7,6,10,5,15,25,1
90450,10,15,8,12,5,16,24,0
90451,10,15,5,10,5,16,26,24
90452,10,15,5,7,3,13,23,0
90453,7,8,6,8,2,9,14,2
90454,1,6,9,19,10,19,29,6
90455,2,6,10,21,10,20,27,6
90456,9,21,12,20,9,18,26,7
90457,9,20,10,19,10,19,28,6
90458,8,6,4,7,3,12,20,19
90459,8,19,6,10,4,15,25,0
90460,9,18,8,16,12,23,34,9
90461,5,15,8,10,3,11,17,3
90462,5,12,9,20,13,29,34,11
90463,6,9,11,19,8,18,26,6
90464,9,18,5,8,4,13,23,0
90465,8,15,9,14,5,14,21,5
90466,0,10,5,10,5,16,26,23
90467,6,14,6,12,7,19,31,21
90468,5,12,7,7,1,7,12,0
90469,14,13,13,24,12,20,26,9
90470,9,17,10,18,13,26,41,2
90471,0,5,10,19,14,28,39,10
90472,7,16,14,20,11,19,28,7
90473,8,18,12,17,7,17,25,5
90474,8,15,4,4,0,7,12,0
90475,4,17,6,10,5,16,27,0
90476,1,5,6,9,4,13,20,1
90477,7,7,5,6,1,9,15,1
90478,1,8,8,15,10,24,35,27
90479,1,8,6,12,6,18,26,4
90480,1,8,7,14,8,22,34,16
90481,1,8,8,15,10,23,33,14
90482,14,10,7,15,11,23,40,20
90483,11,13,6,8,3,10,17,1
90484,8,22,12,16,8,18,27,6
90485,11,8,10,19,10,19,28,6
90486,11,8,7,9,3,11,17,1
90487,1,6,9,17,11,24,32,13
90488,7,9,8,14,10,22,33,19
90489,10,13,10,18,10,20,28,8
90490,14,13,8,16,7,16,23,5
90491,0,5,8,14,8,20,30,4
90492,1,5,6,7,2,9,15,1
90493,0,2,9,15,11,24,36,0
90494,9,17,9,18,9,18,27,7
90495,9,17,10,15,6,16,24,5
90496,9,9,5,10,4,15,24,17
90497,10,8,8,15,11,24,33,11
90498,8,6,8,12,6,17,26,31
90499,8,6,4,3,0,6,12,0
90500,8,6,5,7,3,12,20,0
90501,8,6,3,2,0,4,9,0
90502,8,19,7,9,3,11,18,0
90503,5,15,9,14,5,15,22,4
90504,8,19,11,18,8,17,25,6
90505,11,23,8,9,2,9,14,0
90506,11,18,11,17,7,17,25,5
90507,4,12,9,17,13,26,38,26
90508,8,18,8,17,11,23,31,7
90509,7,16,8,17,7,16,23,8
90510,6,15,12,21,10,19,27,7
90511,5,15,8,10,3,9,15,3
90512,5,16,12,23,13,22,30,9
90513,11,10,12,17,9,19,27,6
90514,10,18,9,17,8,17,26,4
90515,9,18,13,22,13,24,30,10
90516,8,5,4,5,1,7,13,1
90517,1,8,9,18,14,29,45,31
90518,1,8,7,13,8,20,31,33
90519,0,1,9,15,6,15,22,0
90520,1,1,7,11,5,16,25,0
90521,9,19,11,16,8,18,26,6
90522,5,10,10,20,14,26,39,10
90523,7,7,12,15,5,15,23,4
90524,7,25,6,7,1,9,14,0
90525,9,17,7,11,5,17,26,0
90526,10,13,5,7,3,11,17,0
90527,7,15,5,7,2,10,16,1
90528,10,8,11,15,8,21,32,0
90529,14,13,8,21,10,18,27,7
90530,2,2,11,15,5,14,21,5
90531,2,2,11,15,6,17,25,4
90532,14,10,6,10,5,16,26,9
90533,14,10,14,17,12,24,39,0
90534,8,19,4,7,3,12,21,3
90535,9,9,5,6,1,9,14,1
90536,7,8,12,18,8,17,25,6
90537,14,11,14,20,9,17,25,7
90538,11,15,5,7,2,9,15,1
90539,9,21,10,14,5,14,21,5
90540,5,11,9,19,14,27,38,14
90541,6,9,5,8,3,12,20,0
90542,6,9,7,10,5,17,28,0
90543,15,10,10,24,14,28,31,9
90544,10,15,8,14,11,23,34,29
90545,9,4,9,14,5,14,21,4
90546,0,3,9,17,13,26,36,26
90547,9,15,6,7,2,10,17,0
90548,9,17,13,20,11,21,28,9
90549,9,17,12,19,10,19,26,7
90550,2,3,7,12,5,17,26,11
90551,11,18,8,16,12,26,39,30
90552,5,12,9,19,14,29,40,12
90553,5,16,8,10,3,9,14,0
90554,8,19,6,9,3,13,21,0
90555,8,19,7,13,9,21,33,19
90556,8,19,6,10,5,17,27,8
90557,9,18,9,17,13,27,38,4
90558,5,15,8,12,4,12,19,4
90559,5,12,8,21,14,25,38,11
90560,15,6,12,21,12,20,29,8
90561,0,1,10,14,5,14,22,5
90562,0,1,13,15,6,16,23,5
90563,10,16,11,20,11,20,28,8
90564,8,22,10,24,14,23,30,10
90565,0,8,12,21,13,21,29,0
90566,9,17,6,11,6,18,29,16
90567,9,18,9,11,4,11,17,0
90568,0,5,11,15,6,17,25,3
90569,9,15,2,0,0,1,3,0
90570,11,14,3,2,0,2,5,0
90571,11,8,11,13,4,13,19,4
90572,1,6,9,19,11,19,28,6
90573,2,6,9,20,13,22,31,11
90574,7,9,5,7,2,10,17,0
90575,6,10,10,21,14,28,39,10
90576,14,5,10,20,14,26,36,10
90577,14,5,9,14,5,15,23,3
90578,14,6,3,1,0,2,6,0
90579,6,11,9,20,14,30,40,16
90580,10,6,10,16,7,17,25,6
90581,0,2,6,9,2,8,14,2
90582,5,15,11,22,11,19,28,7
90583,9,19,10,22,14,24,31,11
90584,6,14,6,6,1,7,12,1
90585,14,11,9,21,12,22,29,8
90586,14,11,14,19,11,19,28,6
90587,1,5,9,21,14,26,40,11
90588,1,5,6,8,3,11,17,0
90589,0,5,9,19,14,28,41,11
90590,3,23,8,13,7,19,30,0
90591,15,14,13,16,8,17,26,7
90592,15,14,12,14,5,14,22,3
90593,8,20,5,8,3,11,18,1
90594,8,20,6,6,1,6,10,1
90595,9,19,8,11,3,11,18,3
90596,10,19,10,12,4,12,19,3
90597,1,8,8,14,9,23,33,6
90598,11,19,8,16,11,23,32,18
90599,11,5,7,9,3,10,16,2
90600,6,9,13,20,11,20,29,6
90601,9,18,8,14,9,22,40,0
90602,8,19,6,9,4,16,27,0
90603,9,18,6,9,3,12,19,0
90604,14,8,9,16,12,26,37,32
90605,9,9,6,9,3,11,17,1
90606,0,8,10,13,4,13,19,4
90607,8,19,7,12,7,19,31,8
90608,9,18,12,21,12,24,39,4
90609,6,18,10,15,5,15,23,5
90610,5,15,11,20,11,20,29,7
90611,8,19,9,12,4,12,19,4
90612,7,5,12,20,10,18,27,7
90613,6,19,4,6,2,11,18,0
90614,14,10,8,15,6,15,22,5
90615,14,9,12,17,8,17,26,5
90616,6,15,10,24,13,22,31,9
90617,10,13,3,2,0,3,7,0
90618,6,10,7,8,2,9,14,1
90619,14,5,9,19,9,17,25,6
90620,14,5,10,18,14,28,40,23
90621,14,5,7,10,4,13,19,0
90622,14,5,9,19,11,19,28,8
90623,9,18,10,26,14,24,31,10
90624,4,17,7,12,6,16,25,20
90625,14,11,13,18,8,18,26,6
90626,11,13,6,6,1,7,12,0
90627,9,21,10,13,5,14,20,4
90628,9,20,11,17,7,17,24,6
90629,5,10,9,14,5,13,20,4
90630,2,6,13,16,7,16,24,6
90631,6,9,5,10,4,15,25,15
90632,7,9,7,12,7,21,31,29
90633,7,9,5,4,0,6,11,0
90634,4,9,10,16,13,22,30,8
90635,2,13,6,8,3,12,19,0
90636,9,19,9,18,14,27,37,0
90637,9,18,8,15,11,23,33,21
90638,10,17,10,14,6,15,22,0
90639,0,5,12,18,9,19,28,6
90640,2,4,12,22,14,30,42,17
90641,6,15,3,2,0,3,7,0
90642,6,16,7,10,3,12,19,2
90643,9,4,8,15,7,17,26,7
90644,1,8,6,9,4,14,23,0
90645,0,3,13,25,14,24,31,0
90646,0,3,6,10,5,16,24,26
90647,2,3,7,13,7,20,32,18
90648,14,10,6,11,5,17,28,14
90649,5,12,10,19,14,25,35,23
90650,11,19,8,16,13,28,43,14
90651,0,1,8,12,7,21,31,0
90652,9,10,6,9,4,14,22,0
90653,9,10,6,6,1,7,13,0
90654,15,13,8,13,6,18,28,0
90655,10,15,9,15,12,25,38,0
90656,7,9,13,19,9,18,26,7
90657,10,19,9,20,10,18,28,9
90658,8,6,6,9,4,15,24,0
90659,8,6,6,10,5,16,26,0
90660,9,18,7,12,7,20,31,31
90661,9,18,8,15,11,24,35,13
90662,8,19,6,10,5,16,28,7
90663,0,8,7,11,3,12,18,2
90664,9,7,7,9,3,11,17,1
90665,9,6,12,18,8,18,27,5
90666,7,6,5,7,2,11,17,1
90667,10,17,12,21,12,19,27,8
90668,10,10,6,8,2,9,14,1
90669,9,8,8,11,3,11,17,3
90670,10,8,11,20,11,20,29,7
90671,11,7,10,17,7,16,24,6
90672,9,15,8,16,12,25,37,0
90673,9,15,3,2,0,4,9,0
90674,10,14,6,8,3,13,21,0
90675,11,13,6,7,1,8,14,1
90676,9,13,6,8,2,9,15,1
90677,9,13,6,8,3,10,16,1
90678,9,13,12,24,10,18,24,8
90679,10,17,9,17,12,25,35,6
90680,15,8,5,8,3,12,20,0
90681,8,18,8,15,12,24,39,25
90682,10,17,7,14,10,22,34,22
90683,9,18,7,12,6,18,30,0
90684,0,5,9,13,5,15,22,2
90685,10,9,5,8,3,11,17,1
90686,8,11,9,20,11,20,29,7
90687,11,23,4,4,1,10,18,0
90688,11,24,6,8,3,12,19,0
90689,11,24,2,3,1,11,20,0
90690,7,24,10,18,11,20,31,7
90691,11,12,6,9,3,12,19,0
90692,1,5,10,21,14,27,38,8
90693,1,5,10,19,14,29,44,21
90694,9,13,2,0,0,2,7,0
90695,14,10,9,16,9,19,29,3
90696,8,20,8,15,9,20,27,9
90697,9,22,11,15,5,15,23,4
90698,9,4,7,9,3,11,16,1
90699,10,15,11,16,8,18,26,6
90700,9,5,12,17,11,20,29,8
90701,8,5,6,8,3,10,16,2
90702,8,15,10,17,7,17,25,6
90703,0,11,14,22,14,23,31,7
90704,11,19,6,7,2,9,16,0
90705,15,14,9,21,12,21,29,9
90706,0,5,10,21,13,22,31,8
90707,1,5,11,19,14,25,33,15
90708,0,5,8,14,9,22,32,0
90709,10,8,10,15,6,15,23,4
90710,8,19,2,1,0,2,5,0
90711,8,19,7,8,1,6,10,0
90712,14,11,7,13,8,21,31,9
90713,8,14,12,18,9,20,33,3
90714,14,9,2,1,0,3,7,0
90715,6,11,8,18,12,23,32,12
90716,15,10,13,20,12,21,29,6
90717,15,10,8,17,8,17,26,4
90718,6,15,13,22,12,21,30,7
90719,11,19,6,12,6,18,30,17
90720,14,11,10,20,11,20,27,8
90721,0,2,10,17,7,16,23,6
90722,0,2,15,19,12,21,29,7
90723,6,9,5,8,3,11,18,2
90724,9,10,5,7,3,11,18,0
90725,14,5,10,20,13,28,35,9
90726,6,19,9,22,11,22,30,8
90727,8,7,4,4,0,6,11,1
90728,14,6,11,15,5,15,22,4
90729,9,19,13,21,11,20,30,7
90730,8,20,9,17,8,19,28,6
90731,10,8,7,14,6,18,29,0
90732,10,6,5,6,2,11,17,0
90733,9,7,8,16,8,18,27,7
90734,4,11,10,22,13,25,36,7
90735,4,13,13,15,7,17,25,6
90736,14,13,12,27,14,25,31,11
90737,7,9,10,20,12,19,28,8
90738,8,15,12,22,11,20,31,6
90739,8,5,7,8,2,9,15,1
90740,10,7,8,14,10,23,33,30
90741,14,10,5,10,5,16,26,15
90742,10,14,4,5,1,9,16,0
90743,4,10,7,8,2,10,15,1
90744,5,11,12,18,8,18,28,5
90745,7,9,5,10,4,15,24,19
90746,2,2,6,8,2,8,13,1
90747,0,5,10,18,13,27,37,7
90748,7,9,9,19,11,20,28,7
90749,9,9,9,14,5,14,22,4
90750,2,3,8,16,12,25,34,11
