,alpha_kmeans,delta_kmeans,u_kmeans,g_kmeans,r_kmeans,i_kmeans,z_kmeans,redshift_kmeans
80547,6,8,10,14,16,13,10,3
80548,2,9,4,6,7,6,6,0
80549,6,2,6,9,11,11,9,10
80550,5,5,4,5,5,4,3,1
80551,4,5,7,8,8,6,5,2
80552,4,5,4,3,3,2,1,1
80553,7,5,8,8,10,13,10,5
80554,3,5,6,9,11,11,9,4
80555,4,6,4,6,8,8,7,5
80556,5,5,5,5,5,4,3,1
80557,5,5,5,5,5,4,3,1
80558,4,5,7,7,6,5,4,2
80559,5,5,6,6,5,4,3,1
80560,4,6,8,10,13,12,10,11
80561,5,6,5,8,10,10,9,9
80562,3,1,4,4,4,4,3,0
80563,7,7,7,9,12,12,10,11
80564,9,4,9,11,11,9,7,3
80565,4,8,11,13,11,8,7,3
80566,7,4,8,10,14,13,11,11
80567,9,1,9,8,8,6,5,0
80568,9,1,8,11,14,13,11,8
80569,0,1,9,13,17,15,13,10
80570,0,4,9,12,12,9,7,4
80571,9,4,14,13,12,9,8,3
80572,7,2,0,2,3,3,3,8
80573,0,4,6,6,5,4,3,2
80574,7,1,14,13,12,9,7,4
80575,9,1,2,3,5,4,4,0
80576,2,4,9,9,9,7,5,2
80577,1,0,13,14,14,12,10,5
80578,1,0,10,15,15,12,9,0
80579,1,1,6,7,8,7,7,0
80580,1,1,5,5,5,4,3,0
80581,1,1,11,10,10,7,5,0
80582,6,1,5,6,6,5,4,1
80583,9,2,1,1,2,2,2,0
80584,6,6,7,10,13,13,11,6
80585,6,5,11,13,13,8,5,0
80586,6,3,6,6,6,4,3,1
80587,6,6,7,7,6,5,4,0
80588,5,6,6,9,13,12,10,8
80589,7,1,12,9,9,8,7,0
80590,5,1,9,11,11,8,7,3
80591,0,1,10,12,15,12,10,4
80592,8,1,10,14,15,14,12,6
80593,9,4,10,7,7,5,4,2
80594,0,4,10,10,10,7,6,3
80595,2,4,8,17,16,12,9,4
80596,3,3,13,13,15,12,13,5
80597,3,3,12,15,17,15,12,5
80598,4,3,3,3,4,3,2,1
80599,2,3,2,2,2,2,1,0
80600,2,3,5,5,5,4,3,1
80601,3,1,5,7,8,8,7,0
80602,5,5,9,10,10,8,7,2
80603,1,1,2,5,7,7,6,5
80604,1,1,5,8,9,9,8,10
80605,1,1,3,3,4,3,2,0
80606,0,1,6,5,4,3,2,0
80607,0,1,1,1,1,1,1,0
80608,1,1,8,8,7,5,4,0
80609,0,1,6,7,9,8,5,4
80610,5,5,4,3,2,2,1,1
80611,4,5,14,8,7,6,4,2
80612,4,5,6,5,5,4,3,1
80613,4,5,1,1,1,0,0,0
80614,7,4,5,5,5,4,3,1
80615,6,5,9,12,12,10,8,3
80616,5,5,14,13,12,9,7,3
80617,8,3,7,8,9,9,8,0
80618,8,3,13,12,11,9,7,3
80619,9,1,9,13,17,15,12,8
80620,3,3,10,15,17,15,12,5
80621,7,5,14,15,13,9,7,5
80622,7,5,2,3,3,2,2,0
80623,6,7,10,12,14,13,11,1
80624,4,7,2,2,3,3,2,0
80625,4,7,2,1,1,0,0,0
80626,5,7,6,7,8,7,6,0
80627,5,7,4,7,10,9,8,9
80628,5,7,6,10,13,12,10,9
80629,5,7,5,7,8,8,7,0
80630,4,6,2,5,6,6,5,6
80631,4,8,4,6,7,6,6,0
80632,3,7,2,3,4,3,3,0
80633,3,1,9,11,15,15,12,0
80634,5,1,12,11,14,14,12,1
80635,6,7,11,16,14,11,8,4
80636,7,6,11,13,13,10,8,4
80637,2,6,11,12,11,9,8,3
80638,3,5,2,3,3,2,2,1
80639,3,6,3,4,4,3,2,1
80640,2,3,4,5,6,5,4,1
80641,7,1,8,9,8,6,5,2
80642,9,1,6,10,12,11,10,8
80643,9,1,7,6,6,4,3,0
80644,0,1,4,5,6,5,5,0
80645,9,1,3,1,1,0,0,0
80646,2,2,11,13,12,9,7,3
80647,2,3,14,12,10,8,6,3
80648,3,9,9,12,11,9,7,3
80649,2,7,12,14,14,11,8,4
80650,3,5,2,3,4,4,4,0
80651,4,2,5,4,4,3,2,1
80652,3,8,9,10,10,9,8,2
80653,2,7,5,8,10,9,8,8
80654,4,7,4,6,7,6,5,0
80655,5,7,2,4,6,5,5,5
80656,5,7,5,6,7,6,5,0
80657,5,7,12,14,14,11,8,0
80658,5,7,10,11,10,5,2,0
80659,5,7,7,8,10,10,9,0
80660,5,7,5,6,7,6,5,0
80661,5,2,8,7,6,3,2,0
80662,6,3,8,10,13,13,10,11
80663,9,1,2,3,4,3,3,0
80664,9,1,6,8,11,11,9,10
80665,8,3,14,11,13,12,11,0
80666,7,6,7,6,5,4,3,1
80667,3,3,8,12,10,8,6,3
80668,4,8,15,14,14,11,7,4
80669,9,4,8,9,8,7,5,2
80670,0,4,6,6,6,5,4,1
80671,9,4,9,7,6,5,4,1
80672,1,1,10,13,13,9,8,4
80673,1,1,7,12,14,13,10,2
80674,0,4,9,11,10,8,6,3
80675,4,6,0,0,1,1,1,0
80676,6,5,12,13,12,10,8,4
80677,5,7,12,14,14,12,9,4
80678,2,3,11,14,13,10,8,3
80679,5,8,7,11,14,14,11,9
80680,5,8,8,12,14,13,10,5
80681,0,4,1,1,1,1,1,0
80682,0,4,8,13,16,15,12,2
80683,7,4,4,5,6,4,4,0
80684,6,5,10,9,8,6,5,2
80685,6,5,4,4,4,3,2,1
80686,7,3,10,14,13,10,7,4
80687,7,3,8,11,10,8,7,3
80688,1,0,11,9,9,6,5,0
80689,9,1,12,17,17,11,6,0
80690,5,2,8,9,8,6,5,2
80691,6,4,10,13,12,9,7,3
80692,4,6,13,13,12,9,7,3
80693,0,0,2,2,2,2,1,1
80694,0,0,3,4,6,5,4,1
80695,3,8,8,12,15,14,10,7
80696,3,8,9,10,12,10,8,3
80697,6,8,10,16,15,11,8,5
80698,9,3,2,13,15,12,9,0
80699,2,9,1,1,1,1,1,0
80700,3,8,0,0,0,0,0,0
80701,3,8,6,8,11,11,9,10
80702,2,7,6,10,12,12,10,7
80703,6,8,3,6,7,6,6,6
80704,4,8,7,11,13,13,12,6
80705,4,8,2,4,6,6,6,6
80706,4,8,4,8,11,10,9,9
80707,8,1,2,2,2,2,1,0
80708,2,4,4,7,8,7,5,2
80709,2,4,1,1,1,1,0,1
80710,6,1,13,13,13,10,8,3
80711,6,1,14,13,11,9,7,3
80712,5,8,10,13,13,11,8,0
80713,4,8,4,6,7,6,5,0
80714,5,1,14,11,11,8,6,3
80715,8,0,4,6,7,7,6,0
80716,8,0,3,3,4,3,3,0
80717,5,2,4,5,6,6,5,0
80718,4,6,6,10,12,12,11,7
80719,9,3,9,11,13,13,10,4
80720,9,3,8,11,14,12,11,8
80721,1,2,7,8,9,8,7,0
80722,8,2,10,10,9,7,6,2
80723,6,7,12,17,16,12,9,5
80724,7,7,4,4,3,2,1,1
80725,4,7,12,12,11,8,6,3
80726,2,6,10,11,12,9,7,3
80727,4,6,11,14,13,9,7,0
80728,4,6,8,11,14,13,10,9
80729,9,1,6,8,9,8,7,1
80730,9,1,9,14,16,14,10,4
80731,3,4,8,10,9,7,6,2
80732,4,1,8,7,7,5,4,2
80733,6,5,12,18,17,11,6,0
80734,6,5,12,14,15,11,9,0
80735,7,1,5,8,10,9,9,1
80736,5,1,11,10,8,6,5,2
80737,5,1,9,7,7,5,4,2
80738,0,1,10,14,16,12,12,6
80739,0,4,8,11,11,9,7,3
80740,3,5,6,9,11,11,10,8
80741,4,6,6,9,12,12,10,9
80742,0,5,14,8,6,5,3,2
80743,9,3,11,12,11,9,7,3
80744,8,3,13,14,14,11,9,0
80745,9,4,9,13,10,8,6,3
80746,5,5,3,4,5,4,3,1
80747,4,5,5,4,4,3,2,1
80748,4,5,7,9,9,8,6,2
80749,4,5,4,5,5,4,3,1
80750,0,1,8,12,11,9,7,3
80751,0,1,11,11,10,8,6,3
80752,5,5,12,14,12,9,7,4
80753,5,5,12,12,11,9,7,3
80754,0,1,8,8,8,6,5,2
80755,7,7,7,10,14,14,11,9
80756,9,4,13,17,14,10,7,4
80757,0,4,15,13,12,10,8,3
80758,6,7,12,13,14,11,8,4
80759,9,1,11,15,15,11,8,0
80760,0,4,5,8,11,11,12,0
80761,7,5,9,11,15,15,11,10
80762,6,1,2,2,2,1,1,1
80763,7,4,4,5,6,5,5,0
80764,4,4,10,13,11,8,6,4
80765,4,4,0,0,0,0,0,0
80766,4,8,11,12,12,9,8,4
80767,3,1,7,10,12,11,9,2
80768,3,1,5,8,10,10,9,7
80769,9,4,10,9,8,6,5,2
80770,9,4,6,10,9,6,5,3
80771,2,6,10,10,9,7,5,2
80772,1,1,7,9,12,12,10,0
80773,9,1,7,10,12,12,10,7
80774,5,2,9,11,10,8,6,3
80775,1,1,11,15,17,15,12,3
80776,5,2,9,11,11,9,7,3
80777,9,2,5,4,4,3,2,1
80778,5,6,7,6,4,2,1,0
80779,2,2,10,8,9,8,7,0
80780,2,2,0,0,0,0,0,0
80781,1,0,6,9,9,12,9,2
80782,7,4,15,12,11,7,5,4
80783,2,1,5,4,4,4,3,0
80784,7,4,4,4,5,4,3,1
80785,2,4,9,10,9,7,6,3
80786,5,7,13,16,16,12,8,0
80787,7,7,7,10,13,14,12,0
80788,7,7,1,1,3,3,3,0
80789,5,8,6,5,4,3,3,0
80790,9,1,10,13,12,10,8,3
80791,2,9,3,4,4,4,3,0
80792,6,3,7,8,7,5,4,2
80793,5,5,15,12,11,8,7,3
80794,4,5,9,12,11,9,7,4
80795,5,5,12,12,11,9,7,2
80796,5,5,12,14,13,10,8,0
80797,0,4,11,12,12,10,8,4
80798,5,2,7,5,4,1,1,0
80799,6,1,5,5,4,3,2,1
80800,8,0,7,7,8,7,6,0
80801,5,6,6,10,13,13,11,9
80802,9,3,5,6,7,7,6,0
80803,9,3,5,7,8,8,7,0
80804,2,9,1,0,0,0,0,0
80805,4,8,7,11,15,14,11,9
80806,4,8,2,2,2,1,1,0
80807,8,3,14,10,9,7,5,2
80808,0,1,11,12,10,9,7,3
80809,5,6,10,13,13,12,10,2
80810,6,6,8,12,15,14,11,6
80811,5,6,8,8,9,8,7,0
80812,7,1,2,2,3,3,2,0
80813,5,1,9,11,11,9,8,4
80814,9,3,5,6,5,4,3,2
80815,9,3,8,13,13,10,8,4
80816,9,4,13,14,12,9,8,3
80817,2,4,2,2,2,2,2,0
80818,4,3,13,14,16,15,12,5
80819,3,8,5,3,3,2,2,0
80820,2,4,12,13,13,12,9,0
80821,3,3,8,10,9,5,2,0
80822,3,8,12,15,15,12,9,4
80823,5,6,8,8,9,9,7,0
80824,7,1,9,12,16,15,11,0
80825,0,4,8,14,13,9,7,4
80826,9,4,9,11,11,9,7,2
80827,4,4,11,13,14,12,9,4
80828,3,3,13,13,16,14,11,6
80829,2,1,2,3,4,3,3,0
80830,0,1,8,11,14,13,11,10
80831,5,5,14,12,11,9,7,3
80832,5,5,9,8,7,5,4,2
80833,6,5,11,15,15,11,9,4
80834,5,5,9,12,12,10,8,3
80835,3,7,7,10,11,11,9,2
80836,3,8,8,11,13,12,10,7
80837,7,5,7,9,13,13,10,10
80838,3,5,11,16,17,16,13,5
80839,4,5,11,15,15,12,9,4
80840,3,7,7,7,7,5,4,2
80841,5,7,2,1,1,1,1,0
80842,5,7,3,6,8,7,6,7
80843,5,7,4,5,6,5,4,0
80844,5,7,5,8,10,11,10,6
80845,5,7,5,7,10,9,8,9
80846,5,7,5,7,10,9,8,8
80847,5,7,3,5,6,6,5,0
80848,6,7,10,14,14,11,8,4
80849,5,8,7,11,11,8,7,3
80850,7,4,10,9,8,4,2,0
80851,9,3,7,6,6,4,3,1
80852,0,3,13,14,12,9,8,3
80853,0,3,11,13,11,9,7,3
80854,0,4,10,12,12,9,7,0
80855,5,7,12,7,6,5,4,2
80856,9,4,12,7,7,5,4,2
80857,2,4,3,4,4,3,2,1
80858,7,4,1,3,6,6,5,0
80859,9,1,11,10,9,7,5,0
80860,2,1,11,10,10,6,4,0
80861,2,2,4,6,8,7,7,0
80862,6,7,6,9,11,11,10,6
80863,3,5,1,2,3,3,3,0
80864,7,5,7,7,6,5,3,2
80865,6,7,14,14,12,10,8,3
80866,3,5,4,4,5,4,3,1
80867,7,1,9,11,10,8,7,3
80868,7,9,2,2,2,1,1,0
80869,3,6,11,16,16,12,8,5
80870,4,3,3,4,4,4,3,0
80871,2,3,9,13,11,9,7,3
80872,2,5,10,16,9,11,8,2
80873,2,7,8,12,11,8,7,4
80874,4,7,6,10,13,12,10,8
80875,2,4,14,12,14,13,10,7
80876,7,6,14,14,14,11,8,4
80877,5,7,14,11,10,8,6,3
80878,1,2,6,7,9,9,8,0
80879,0,3,6,6,5,4,3,2
80880,8,2,9,13,13,10,8,3
80881,0,3,7,8,7,5,4,2
80882,5,8,12,16,14,10,8,5
80883,4,6,7,12,14,14,12,6
80884,7,1,7,9,11,10,8,10
80885,5,7,12,16,14,12,9,4
80886,3,4,13,14,12,9,7,3
80887,0,5,9,17,16,12,9,0
80888,3,1,3,4,5,4,3,2
80889,9,1,6,8,9,9,8,0
80890,9,1,10,15,15,11,9,0
80891,9,1,8,10,13,13,10,11
80892,9,1,8,10,13,12,10,4
80893,9,4,7,9,13,13,11,10
80894,8,3,12,12,12,12,9,0
80895,9,4,15,10,9,7,5,3
80896,8,2,12,11,9,7,5,3
80897,2,3,12,13,12,9,7,3
80898,2,4,3,4,5,4,3,1
80899,3,5,2,2,2,2,1,0
80900,2,3,13,12,10,8,7,2
80901,5,1,4,5,5,4,3,1
80902,9,1,10,9,9,6,4,0
80903,1,1,6,8,10,9,8,0
80904,5,8,12,12,11,8,5,0
80905,6,4,2,5,6,5,5,7
80906,9,1,7,11,15,15,13,0
80907,4,3,5,7,7,7,6,7
80908,6,1,12,11,11,8,6,4
80909,6,1,12,13,13,10,7,0
80910,0,2,13,16,15,11,8,0
80911,6,8,3,2,2,1,1,1
80912,2,7,8,13,15,12,9,5
80913,4,4,15,11,10,8,6,3
80914,0,1,10,14,17,13,11,5
80915,9,4,5,6,8,7,6,0
80916,0,4,1,0,1,1,0,0
80917,6,7,3,6,9,10,9,0
80918,3,8,12,12,11,9,7,3
80919,4,7,4,7,9,9,8,4
80920,4,7,7,11,14,13,12,8
80921,5,7,8,11,13,12,10,7
80922,5,7,8,11,14,13,10,8
80923,5,7,4,4,5,4,4,0
80924,3,8,13,14,15,11,9,4
80925,8,4,7,7,6,5,4,2
80926,9,1,8,11,15,13,11,9
80927,9,1,9,11,15,14,12,11
80928,9,1,11,15,15,11,9,0
80929,9,1,10,13,16,14,11,4
80930,5,5,11,12,13,14,11,0
80931,0,0,10,12,13,10,8,4
80932,3,8,11,13,15,14,11,5
80933,5,8,5,8,9,9,8,7
80934,1,1,14,13,15,14,10,5
80935,0,1,10,14,16,15,10,6
80936,0,1,9,13,14,10,8,5
80937,4,3,9,8,8,6,5,0
80938,4,3,2,3,4,4,3,0
80939,4,3,8,7,6,5,4,0
80940,5,7,9,13,13,10,8,4
80941,0,0,3,4,6,5,4,0
80942,9,4,9,12,15,12,9,4
80943,2,3,14,12,10,8,6,3
80944,2,3,14,11,9,8,6,2
80945,3,6,8,9,8,7,5,2
80946,2,3,5,5,5,4,3,1
80947,2,4,3,5,4,4,3,2
80948,2,4,4,4,4,3,2,1
80949,2,4,4,4,3,2,2,1
80950,2,3,7,7,6,4,3,2
80951,2,4,13,17,14,11,8,4
80952,1,1,13,13,12,10,7,3
80953,6,7,6,9,12,11,9,7
80954,3,3,12,13,12,8,7,4
80955,2,6,12,14,14,11,8,7
80956,0,3,14,13,12,8,7,3
80957,8,4,13,16,17,12,9,0
80958,2,4,12,13,13,10,8,0
80959,2,3,8,10,9,7,5,2
80960,3,5,1,1,0,0,0,0
80961,3,6,9,10,10,8,7,3
80962,0,3,11,15,16,12,9,5
80963,3,1,9,12,12,10,8,4
80964,9,4,8,13,12,10,8,4
80965,9,4,9,9,8,6,5,2
80966,5,7,7,11,14,13,12,8
80967,5,4,9,11,15,14,10,8
80968,7,7,7,9,12,12,10,0
80969,0,1,7,12,15,12,10,5
80970,2,1,11,12,11,9,7,2
80971,0,6,0,0,0,0,0,0
80972,2,3,12,11,10,8,7,3
80973,2,3,10,11,10,8,6,2
80974,1,1,11,14,16,15,12,0
80975,7,6,8,12,14,11,8,5
80976,3,3,9,11,17,15,13,0
80977,5,5,0,0,0,0,0,0
80978,4,5,14,9,8,6,4,2
80979,5,5,9,11,10,8,7,2
80980,4,5,3,2,2,1,1,0
80981,5,5,5,5,6,5,4,0
80982,7,4,9,8,7,6,4,2
80983,7,4,2,3,4,3,3,0
80984,6,2,4,4,4,3,3,1
80985,6,7,10,14,13,10,7,4
80986,0,1,8,8,9,8,7,0
80987,9,4,14,11,10,8,6,3
80988,0,4,9,12,13,10,9,4
80989,6,4,4,6,7,6,6,0
80990,0,0,13,14,13,10,8,4
80991,5,8,3,6,8,7,6,9
80992,5,8,9,10,12,12,10,0
80993,2,3,11,9,8,6,5,2
80994,2,4,4,4,4,3,2,1
80995,3,6,10,10,9,7,6,2
80996,2,3,9,9,8,7,5,2
80997,2,4,3,4,5,4,3,0
80998,0,1,6,5,5,4,3,0
80999,1,1,2,2,3,2,2,0
81000,0,4,11,17,17,12,9,4
81001,9,4,6,4,3,3,2,0
81002,8,2,6,5,5,3,2,1
81003,7,6,9,9,8,6,5,2
81004,5,6,8,11,13,12,10,8
81005,6,7,4,6,7,7,6,0
81006,6,7,8,10,12,11,8,9
81007,3,4,6,7,8,7,7,0
81008,2,4,11,13,12,9,7,3
81009,2,4,12,9,8,6,5,0
81010,2,3,15,10,9,6,5,3
81011,2,4,12,12,11,9,7,3
81012,0,0,0,0,0,0,0,0
81013,0,1,9,11,15,14,10,6
81014,0,2,2,1,1,1,0,0
81015,3,4,11,13,13,10,8,3
81016,0,2,6,8,11,11,9,11
81017,4,2,1,0,1,0,0,0
81018,0,4,8,14,13,10,8,4
81019,5,2,8,7,7,5,4,2
81020,3,5,7,9,12,12,10,0
81021,3,5,7,10,12,11,8,3
81022,4,6,8,13,15,14,12,6
81023,4,5,8,11,9,7,6,3
81024,4,5,8,10,9,7,5,3
81025,6,7,10,13,12,10,8,3
81026,6,7,2,1,1,1,0,0
81027,9,1,10,13,15,14,11,4
81028,9,1,7,13,16,15,12,7
81029,6,4,7,6,6,4,3,2
81030,4,8,4,5,7,6,6,0
81031,4,8,6,8,11,10,9,8
81032,5,8,4,8,10,10,9,5
81033,9,4,14,10,9,7,5,3
81034,0,4,3,2,2,1,1,1
81035,7,4,7,11,14,13,10,5
81036,6,7,7,11,13,13,10,7
81037,4,8,8,8,8,6,5,0
81038,4,8,10,12,12,10,8,3
81039,0,4,10,15,14,11,8,6
81040,9,4,4,3,3,2,1,1
81041,7,1,12,13,11,8,6,3
81042,8,2,9,9,8,6,5,2
81043,0,0,10,10,9,7,6,2
81044,7,6,12,11,10,8,6,3
81045,4,8,5,7,9,8,7,2
81046,4,8,8,11,13,13,11,8
81047,4,8,5,9,11,11,10,8
81048,5,8,7,11,15,13,11,9
81049,8,2,9,12,12,10,8,3
81050,8,1,0,0,0,0,0,0
81051,2,4,1,1,0,0,0,0
81052,2,4,2,2,2,1,1,0
81053,3,6,7,8,8,6,4,1
81054,2,4,2,3,3,3,2,1
81055,4,3,4,5,6,5,4,0
81056,6,7,3,3,3,2,1,1
81057,0,4,14,16,16,12,9,3
81058,9,4,11,9,8,6,5,3
81059,0,0,5,7,9,9,8,0
81060,2,4,7,7,8,7,6,0
81061,7,4,10,10,9,7,6,2
81062,8,1,10,13,17,15,12,7
81063,7,2,12,18,7,16,12,1
81064,2,9,1,2,2,2,2,0
81065,2,9,2,1,2,1,1,0
81066,5,5,11,14,12,9,7,3
81067,5,5,10,9,8,6,5,3
81068,0,4,5,6,6,4,3,1
81069,4,4,10,12,14,12,9,5
81070,4,4,10,11,11,8,7,3
81071,4,6,7,10,13,12,10,11
81072,3,8,9,11,9,7,6,3
81073,3,8,14,16,14,11,8,3
81074,5,8,3,4,5,5,4,0
81075,2,9,2,1,1,1,1,0
81076,5,3,10,10,11,10,8,0
81077,9,1,1,2,3,2,2,0
81078,9,1,9,12,16,15,12,11
81079,0,1,10,10,10,7,5,0
81080,5,6,7,10,11,13,10,2
81081,5,6,12,15,15,10,8,0
81082,2,3,12,9,8,7,5,2
81083,0,1,9,8,8,6,4,0
81084,8,0,3,3,3,2,2,0
81085,5,8,9,12,13,10,8,4
81086,7,4,9,10,11,10,9,0
81087,7,2,0,0,1,0,0,0
81088,7,1,9,11,12,9,7,4
81089,8,2,9,12,11,8,6,3
81090,4,8,7,6,6,4,3,1
81091,4,8,12,10,9,7,6,2
81092,0,1,11,14,17,14,10,5
81093,9,3,14,12,15,14,11,0
81094,6,3,11,10,10,8,6,1
81095,4,1,9,7,6,4,2,0
81096,3,6,4,4,3,2,2,1
81097,2,3,4,5,6,5,4,1
81098,2,3,3,3,3,2,1,1
81099,5,7,13,16,16,12,9,5
81100,2,6,9,12,16,15,11,9
81101,3,4,9,12,15,15,12,11
81102,2,4,8,8,7,5,4,2
81103,6,2,9,10,14,13,10,5
81104,0,0,4,4,5,4,4,0
81105,0,0,10,9,9,7,6,0
81106,9,4,13,16,12,10,7,4
81107,9,4,3,2,2,1,1,0
81108,4,7,15,9,8,7,5,2
81109,9,4,5,8,10,9,9,7
81110,4,5,14,10,8,6,5,2
81111,5,5,14,10,8,6,5,3
81112,4,5,9,8,9,7,5,1
81113,2,3,2,2,2,2,1,0
81114,7,6,9,11,11,10,8,2
81115,2,5,9,8,7,6,4,2
81116,3,5,9,14,12,9,7,3
81117,4,6,8,7,6,5,3,2
81118,3,8,14,12,12,9,8,3
81119,4,7,7,10,13,13,10,7
81120,5,7,12,9,9,7,5,0
81121,5,7,5,8,10,9,8,8
81122,5,7,7,10,14,13,10,10
81123,5,7,7,10,14,13,10,8
81124,2,8,11,11,12,9,8,3
81125,0,1,6,10,12,12,10,6
81126,1,2,5,5,5,4,4,0
81127,0,2,4,6,7,7,6,0
81128,1,2,6,7,8,8,7,0
81129,9,4,10,11,10,8,6,3
81130,9,1,9,14,17,15,12,8
81131,9,1,9,12,15,14,11,11
81132,3,3,1,0,0,0,0,0
81133,6,7,11,17,15,12,9,6
81134,7,7,5,5,5,4,3,1
81135,6,4,12,11,10,8,6,3
81136,6,4,4,6,8,7,6,0
81137,9,4,4,3,2,1,1,1
81138,0,4,13,10,9,7,6,2
81139,7,4,3,4,6,5,5,0
81140,6,7,9,10,11,9,7,3
81141,7,2,0,0,1,1,1,0
81142,5,8,11,14,15,11,9,0
81143,5,8,2,3,4,4,4,0
81144,1,4,1,1,1,1,1,0
81145,6,1,8,10,8,7,5,2
81146,6,1,8,8,7,6,4,2
81147,8,2,9,16,14,10,8,5
81148,7,7,5,5,5,4,3,1
81149,0,1,7,11,15,14,12,7
81150,2,4,5,4,4,3,2,1
81151,2,4,1,1,2,1,1,0
81152,9,4,6,9,12,12,10,6
81153,6,7,9,11,9,7,6,3
81154,2,8,8,12,16,14,11,5
81155,9,4,10,18,16,12,9,5
81156,0,4,10,16,15,12,8,5
81157,4,8,8,10,9,7,5,3
81158,4,7,10,10,9,7,6,2
81159,8,0,2,2,2,2,2,0
81160,3,4,11,15,15,10,8,4
81161,2,3,12,11,10,8,7,0
81162,3,3,10,13,12,9,8,4
81163,2,3,0,0,1,1,0,0
81164,2,3,1,1,2,1,1,0
81165,7,7,9,12,12,9,7,3
81166,7,6,9,12,12,9,7,4
81167,6,4,8,11,11,8,7,3
81168,3,3,0,0,1,0,0,0
81169,2,2,2,2,4,4,4,0
81170,9,1,5,6,8,7,7,0
81171,0,1,6,4,3,3,1,0
81172,9,1,8,12,16,15,11,11
81173,7,5,8,12,16,14,12,8
81174,7,5,10,11,13,13,11,0
81175,3,8,10,16,15,12,9,5
81176,5,7,8,12,15,13,11,9
81177,5,7,7,11,13,13,11,6
81178,5,7,5,8,10,10,8,3
81179,5,7,7,9,12,12,9,10
81180,4,6,9,12,15,15,12,1
81181,5,2,2,3,4,4,3,0
81182,0,3,10,13,13,10,8,3
81183,7,7,4,5,7,6,5,0
81184,7,7,1,2,3,3,2,0
81185,5,5,7,11,14,14,11,10
81186,9,4,7,11,10,8,7,3
81187,4,5,8,8,7,5,4,2
81188,4,5,7,6,6,4,3,1
81189,9,1,9,12,15,13,10,8
81190,8,3,9,9,12,12,10,0
81191,9,4,6,9,11,11,10,6
81192,8,3,12,10,13,12,10,0
81193,3,3,10,16,16,12,9,4
81194,7,6,7,7,6,4,3,2
81195,6,7,3,4,5,4,3,0
81196,7,7,8,11,10,7,5,4
81197,2,5,12,10,9,7,5,2
81198,2,5,12,14,13,9,7,3
81199,2,6,5,4,4,3,2,1
81200,3,6,3,4,4,3,2,2
81201,2,3,13,10,9,7,6,3
81202,3,5,2,3,5,4,4,1
81203,2,3,12,17,13,9,7,4
81204,9,3,8,11,9,7,6,2
81205,9,3,8,13,16,15,12,6
81206,4,3,2,3,3,3,3,0
81207,4,5,15,12,11,8,6,3
81208,5,5,15,9,8,7,5,2
81209,5,6,8,12,15,13,12,8
81210,5,1,10,13,11,9,7,3
81211,7,7,5,8,12,11,9,8
81212,7,7,9,9,11,10,8,0
81213,3,8,7,9,13,13,11,10
81214,3,8,6,9,12,12,10,6
81215,4,8,2,2,3,2,2,0
81216,8,3,10,12,10,8,6,3
81217,9,1,9,13,16,14,11,5
81218,9,1,9,13,14,12,10,3
81219,1,1,7,10,14,13,10,5
81220,1,1,8,10,12,11,10,8
81221,0,1,6,10,13,13,10,7
81222,0,1,1,1,2,2,2,0
81223,0,1,2,5,7,7,7,0
81224,7,7,11,17,16,11,9,4
81225,6,4,3,2,2,1,1,0
81226,3,3,3,3,3,2,2,1
81227,1,4,13,12,10,6,4,0
81228,7,4,12,15,16,12,9,5
81229,8,0,5,5,5,4,3,0
81230,8,0,7,9,11,10,10,0
81231,5,7,4,3,3,2,2,1
81232,3,3,11,11,11,9,7,3
81233,4,3,0,0,0,0,0,0
81234,2,1,4,4,4,3,3,0
81235,4,8,14,12,12,10,8,3
81236,5,8,6,8,10,9,9,0
81237,8,2,10,12,11,9,7,2
81238,3,5,12,13,12,10,8,3
81239,2,3,6,6,6,4,3,1
81240,3,5,4,3,3,2,2,1
81241,6,5,8,12,15,14,12,6
81242,2,3,12,10,9,7,6,3
81243,1,1,10,14,14,11,8,5
81244,6,7,15,13,14,11,8,4
81245,7,6,5,4,4,3,2,1
81246,7,5,5,5,4,3,2,1
81247,8,1,8,13,15,14,12,10
81248,5,3,4,4,4,3,3,1
81249,2,5,6,7,7,5,4,2
81250,6,8,11,13,13,7,4,0
81251,2,4,9,13,13,10,8,5
81252,7,6,7,6,6,7,3,0
81253,7,6,6,9,12,11,10,10
81254,9,4,13,14,15,11,8,0
81255,9,4,7,9,12,11,10,0
81256,6,5,6,5,5,4,3,0
81257,9,4,1,1,0,0,0,0
81258,0,4,3,2,2,2,1,1
81259,4,5,7,11,11,9,7,3
81260,7,6,3,4,4,3,3,1
81261,6,1,11,17,16,14,11,0
81262,2,1,8,8,8,6,5,0
81263,9,4,9,15,16,11,9,4
81264,0,4,10,12,11,9,7,3
81265,0,4,10,12,12,9,7,3
81266,7,1,7,9,11,10,9,0
81267,5,1,9,10,9,7,6,3
81268,4,8,11,12,11,9,7,3
81269,4,8,13,15,14,11,8,4
81270,6,4,1,2,3,3,3,0
81271,9,1,9,9,8,6,4,0
81272,2,2,4,7,10,11,10,0
81273,2,5,3,4,5,4,3,0
81274,2,5,1,1,2,1,1,1
81275,3,6,10,11,9,7,6,3
81276,2,3,4,4,4,3,2,0
81277,9,4,11,16,16,12,8,4
81278,2,2,5,5,5,4,3,1
81279,3,3,2,3,3,2,2,1
